"Time","Humidite_Interieur_Sud.mean","Humidite_Interieur_Nord.mean","Humidite_RELATIVE_E4000.mean","Humidite_ABSOLUE_E4000.mean"
"2022-07-10-18",47,48,37,11.28925
"2022-07-10-19",46.91675,48,37.25,11.50325
"2022-07-10-20",47,48.25,38,11.77
"2022-07-10-21",46.75,49,38,11.725
"2022-07-10-22",46.08325,48.41675,38,11.74
"2022-07-10-23",46,48,38,11.745
"2022-07-11-00",44.33325,48,38,11.725
"2022-07-11-01",44,47.25,38,11.66925
"2022-07-11-02",44,47,37.33325,11.41675
"2022-07-11-03",44,46.08325,37,11.22
"2022-07-11-04",44,46,37,11.115
"2022-07-11-05",44,46,37,11.01
"2022-07-11-06",44.33325,46,37,10.915
"2022-07-11-07",46,46,36.33325,10.6135
"2022-07-11-08",44.4165,43.25,34.3335,8.89325
"2022-07-11-09",44.5556666666667,42.2223333333333,34.5556666666667,8.90666666666667
"2022-07-11-10",NA,NA,NA,NA
"2022-07-11-11",NA,NA,NA,NA
"2022-07-11-12",NA,NA,NA,NA
"2022-07-11-13",NA,NA,NA,NA
"2022-07-11-14",NA,NA,NA,NA
"2022-07-11-15",NA,NA,NA,NA
"2022-07-11-16",NA,NA,NA,NA
"2022-07-11-17",NA,NA,NA,NA
"2022-07-11-18",NA,NA,NA,NA
"2022-07-11-19",NA,NA,NA,NA
"2022-07-11-20",NA,NA,NA,NA
"2022-07-11-21",NA,NA,NA,NA
"2022-07-11-22",NA,NA,NA,NA
"2022-07-11-23",NA,NA,NA,NA
"2022-07-12-00",NA,NA,NA,NA
"2022-07-12-01",NA,NA,NA,NA
"2022-07-12-02",NA,NA,NA,NA
"2022-07-12-03",NA,NA,NA,NA
"2022-07-12-04",NA,NA,NA,NA
"2022-07-12-05",NA,NA,NA,NA
"2022-07-12-06",NA,NA,NA,NA
"2022-07-12-07",NA,NA,NA,NA
"2022-07-12-08",NA,NA,NA,NA
"2022-07-12-09",NA,NA,NA,NA
"2022-07-12-10",NA,NA,NA,NA
"2022-07-12-11",NA,NA,NA,NA
"2022-07-12-12",NA,NA,NA,NA
"2022-07-12-13",NA,NA,NA,NA
"2022-07-12-14",NA,NA,NA,NA
"2022-07-12-15",NA,NA,NA,NA
"2022-07-12-16",NA,NA,NA,NA
"2022-07-12-17",42.6665,43.6665,34.833,10.17
"2022-07-12-18",41.5,42.41675,33.5,10.3025
"2022-07-12-19",42.25,43.66675,34.5,10.945
"2022-07-12-20",43,44.5,35.58325,11.42175
"2022-07-12-21",43.66675,46,36,11.535
"2022-07-12-22",44,46,36.91675,11.91325
"2022-07-12-23",44,46,37,11.95
"2022-07-13-00",44,46,37,11.945
"2022-07-13-01",44,46,37,11.905
"2022-07-13-02",44,46,37.3335,11.8575
"2022-07-13-03",44,46,37.41675,11.7825
"2022-07-13-04",44,46,38,11.775
"2022-07-13-05",44,46,37.83325,11.61925
"2022-07-13-06",45.83325,46,37,11.2725
"2022-07-13-07",46,46,37,11.16
"2022-07-13-08",42.16675,42.66675,33.5835,9.691
"2022-07-13-09",40.8335,40.75,31.66675,8.50175
"2022-07-13-10",40.66675,40.33325,31.3335,8.63325
"2022-07-13-11",39,39.1665,30.08325,8.83775
"2022-07-13-12",40.75,41.16675,32.0835,9.43825
"2022-07-13-13",41.83325,42.08325,33,9.82675
"2022-07-13-14",41.08325,41.9165,32.16675,9.47325
"2022-07-13-15",40,40.66675,31,9.09025
"2022-07-13-16",38.8335,39.33325,31,9.2275
"2022-07-13-17",40.08325,40.25,32,9.95925
"2022-07-13-18",41,42,33.25,10.67425
"2022-07-13-19",41.66675,42.91675,34.08325,11.0925
"2022-07-13-20",42,43.5,35,11.52
"2022-07-13-21",42.66675,44,35.33325,11.66
"2022-07-13-22",43,44,36,11.9425
"2022-07-13-23",43,44,36,12.015
"2022-07-14-00",43,45,36,12.02575
"2022-07-14-01",43,46,36,12.02575
"2022-07-14-02",43,46,36.83325,12.2515
"2022-07-14-03",43.16675,46,37,12.2135
"2022-07-14-04",44,44.5,37,12.11
"2022-07-14-05",44,44,37,11.995
"2022-07-14-06",44,45.66675,37,11.935
"2022-07-14-07",44,46,37,11.82175
"2022-07-14-08",45.5,46,37,11.81675
"2022-07-14-09",46,46,37,11.85
"2022-07-14-10",46,46,37,11.84
"2022-07-14-11",46,46.08325,36.8335,11.7885
"2022-07-14-12",46,47,36.33325,11.6685
"2022-07-14-13",46,47,36,11.71425
"2022-07-14-14",46,47,36,11.845
"2022-07-14-15",46,46.5,36,11.985
"2022-07-14-16",45.83325,46.08325,36,12.19
"2022-07-14-17",44.33325,47,36,12.37425
"2022-07-14-18",44,47,36,12.631
"2022-07-14-19",44,47,36.41675,13.0315
"2022-07-14-20",46,47,37,13.3625
"2022-07-14-21",46,47,37.33325,13.4825
"2022-07-14-22",44.83325,47,38,13.77325
"2022-07-14-23",44,47,38,13.81325
"2022-07-15-00",44,47,38,13.8
"2022-07-15-01",44,47,37.1665,13.47675
"2022-07-15-02",44,46.25,37,13.3215
"2022-07-15-03",44,46,37.41675,13.30325
"2022-07-15-04",44,46,37,13.0185
"2022-07-15-05",44,46,37,12.84925
"2022-07-15-06",44,46,37,12.73575
"2022-07-15-07",44.33325,46,37,12.62
"2022-07-15-08",46,46,37,12.62575
"2022-07-15-09",46,46,36.41675,12.45575
"2022-07-15-10",46,46.08325,36,12.28
"2022-07-15-11",46,47,36,12.28
"2022-07-15-12",46,47,36,12.2975
"2022-07-15-13",46,47,36,12.40175
"2022-07-15-14",46,46.83325,36,12.52675
"2022-07-15-15",46,46.3335,36,12.635
"2022-07-15-16",46,46,35.91675,12.77075
"2022-07-15-17",45.5,46,35.91675,12.90925
"2022-07-15-18",45.83325,46,36,13.09
"2022-07-15-19",46,46,36,13.23575
"2022-07-15-20",44.5,46,36,13.24175
"2022-07-15-21",44,46,36,13.23
"2022-07-15-22",43.5,46,36.33325,13.32425
"2022-07-15-23",43.08325,46,37,13.5225
"2022-07-16-00",43,46,37,13.4325
"2022-07-16-01",43,46,37,13.3275
"2022-07-16-02",43,45.83325,37,13.205
"2022-07-16-03",43.75,44.66675,36.16675,12.75575
"2022-07-16-04",44,45.83325,36,12.58
"2022-07-16-05",44,46,36,12.45075
"2022-07-16-06",44,46,36,12.315
"2022-07-16-07",44,45.6665,35.33325,12
"2022-07-16-08",44,46,35,11.88
"2022-07-16-09",44,46,35,11.83325
"2022-07-16-10",44,46,35,11.76
"2022-07-16-11",45,46,35,11.76
"2022-07-16-12",46,46,35,11.79
"2022-07-16-13",46,46,35,11.8275
"2022-07-16-14",46,46,35,11.9
"2022-07-16-15",46,46,35,11.94
"2022-07-16-16",46,46,35,12.01825
"2022-07-16-17",46,46,35,12.18175
"2022-07-16-18",44.66675,46,35,12.33175
"2022-07-16-19",44,46,35,12.4425
"2022-07-16-20",44,46,35.25,12.595
"2022-07-16-21",44,46,36,12.82
"2022-07-16-22",44,46,36,12.8025
"2022-07-16-23",43.25,46,36,12.75575
"2022-07-17-00",43,46,36,12.70325
"2022-07-17-01",43,45.33325,36,12.61575
"2022-07-17-02",43,44,36,12.52675
"2022-07-17-03",43,44,36,12.4225
"2022-07-17-04",43,44,35.75,12.21325
"2022-07-17-05",43.91675,44,35,11.925
"2022-07-17-06",44,44,35,11.79075
"2022-07-17-07",44,44,35,11.67
"2022-07-17-08",44,44,35,11.645
"2022-07-17-09",44,44.5,35,11.595
"2022-07-17-10",44.66675,45.1665,34.08325,11.2575
"2022-07-17-11",45.33325,46,34,11.23
"2022-07-17-12",46,46,34,11.245
"2022-07-17-13",46,46,34.83325,11.58325
"2022-07-17-14",46,46,35,11.715
"2022-07-17-15",46,46.41675,35,11.81075
"2022-07-17-16",46,47,35,11.935
"2022-07-17-17",46,47,35.4165,12.23425
"2022-07-17-18",45.83325,47,36,12.629
"2022-07-17-19",44.5,47,36,12.8025
"2022-07-17-20",46,47,36,12.88
"2022-07-17-21",44.5,47,36.08325,12.91
"2022-07-17-22",44,47,37,13.2575
"2022-07-17-23",44,47,37,13.275
"2022-07-18-00",44,47,37,13.26925
"2022-07-18-01",44,47,37,13.21675
"2022-07-18-02",44,46.41675,37,13.07075
"2022-07-18-03",44,46,37,12.98925
"2022-07-18-04",44,46,37,12.855
"2022-07-18-05",44,46,37,12.73075
"2022-07-18-06",44,46,36.75,12.47325
"2022-07-18-07",44.16675,46,36,12.20175
"2022-07-18-08",42.1665,42.16675,33.0835,9.89925
"2022-07-18-09",40.16675,39.9165,31.33325,9.38175
"2022-07-18-10",40.33325,39.1665,30.9165,9.334
"2022-07-18-11",39,38.3335,30.25025,9.7625
"2022-07-18-12",39.9165,39.74975,30.41675,9.89325
"2022-07-18-13",38,37.91675,29.16675,9.10175
"2022-07-18-14",37.8335,38.33325,29.08325,9.2315
"2022-07-18-15",37,39.66675,29,9.35675
"2022-07-18-16",36.66675,38.6665,28.91675,9.39
"2022-07-18-17",35.16675,37.167,27.91675,9.15925
"2022-07-18-18",36.0835,37.5,29.58325,10.27925
"2022-07-18-19",37.33325,39.5,30.91675,11.0115
"2022-07-18-20",38,40.91675,32,11.56675
"2022-07-18-21",39.83325,41.58325,33,12.025
"2022-07-18-22",40,42,33.33325,12.22075
"2022-07-18-23",40,42,34,12.525
"2022-07-19-00",40.91675,42.33325,34.25,12.66575
"2022-07-19-01",41,43,35,12.88925
"2022-07-19-02",41,43,35,12.825
"2022-07-19-03",41,43,35,12.765
"2022-07-19-04",41,43,35,12.6425
"2022-07-19-05",41.75,43,35,12.545
"2022-07-19-06",42,43,35,12.4365
"2022-07-19-07",42,43,35,12.31575
"2022-07-19-08",39.58325,40.08325,31.91675,10.19
"2022-07-19-09",39.5,39.0835,31.6665,9.856
"2022-07-19-10",37.75,37.5,29.83325,9.77775
"2022-07-19-11",37.08325,37.1665,29.25,9.995
"2022-07-19-12",37.66675,39.66675,30.16675,9.974
"2022-07-19-13",38,40,30.5,10.11925
"2022-07-19-14",37.91675,38.66675,30.41675,10.2775
"2022-07-19-15",38.16675,39.3335,30.66675,10.455
"2022-07-19-16",38.66675,40.49975,31.58325,10.789
"2022-07-19-17",40,41,32.83325,11.58675
"2022-07-19-18",40.83325,42,33.16675,12.05425
"2022-07-19-19",41,42.08325,34,12.59325
"2022-07-19-20",41,43,34,12.69575
"2022-07-19-21",41,43,34.83325,13.07675
"2022-07-19-22",41.08325,43,35,13.18075
"2022-07-19-23",41.5,43,35,13.21
"2022-07-20-00",42,43,35,13.21
"2022-07-20-01",42,43,35,13.21
"2022-07-20-02",42,43,35.41675,13.33075
"2022-07-20-03",42,43,36,13.48675
"2022-07-20-04",42.16675,43,36,13.3875
"2022-07-20-05",43,43,36,13.32325
"2022-07-20-06",43,43,36,13.23
"2022-07-20-07",43,43.75,36,13.1485
"2022-07-20-08",46.1665,46,37.1665,12.75175
"2022-07-20-09",44.58325,43.58325,35.16675,11.92325
"2022-07-20-10",43,42.41675,34,11.32
"2022-07-20-11",41.7776666666667,41.889,33.4443333333333,11.1666666666667
"2022-07-20-12",42,41.91675,33.83325,11.804
"2022-07-20-13",42,42.83325,34,12.1725
"2022-07-20-14",42.6665,43,34,12.3575
"2022-07-20-15",42.91675,43,34.33325,12.62925
"2022-07-20-16",43,43.5,35,12.99425
"2022-07-20-17",43,44,35,13.1225
"2022-07-20-18",43,44,35.20825,13.312
"2022-07-20-19",42.91675,43.41675,35,13.2615
"2022-07-20-20",42.16675,43.25,35,13.36675
"2022-07-20-21",42,44,35.41675,13.5025
"2022-07-20-22",42,44,36,13.72325
"2022-07-20-23",42.08325,44,36,13.67675
"2022-07-21-00",42.75,44,36,13.615
"2022-07-21-01",42,43.91675,36,13.58
"2022-07-21-02",42.75,43.91675,36,13.5215
"2022-07-21-03",43,44,36,13.41675
"2022-07-21-04",43,44,36,13.335
"2022-07-21-05",43,44,36,13.265
"2022-07-21-06",43,44,35.16675,12.8725
"2022-07-21-07",43,44,34.83325,12.5825
"2022-07-21-08",42.66675,42.41675,34,11.08575
"2022-07-21-09",43.33325,42.24975,33.83325,10.75825
"2022-07-21-10",42.75,41.91675,33.75,10.691
"2022-07-21-11",41.91675,41.1665,32.66675,10.71575
"2022-07-21-12",39,39.83325,30.58325,9.8875
"2022-07-21-13",38.5,39.33325,30.66675,9.965
"2022-07-21-14",38.33325,40,30.6665,10.0865
"2022-07-21-15",38.33325,38.99975,30.08325,9.9375
"2022-07-21-16",36.75,37,29,9.67675
"2022-07-21-17",36.58325,37.41675,29.3335,10.17175
"2022-07-21-18",37.66675,38.66675,30.66675,10.9125
"2022-07-21-19",38,40,31.33325,11.33325
"2022-07-21-20",39.16675,40.83325,32,11.64
"2022-07-21-21",39.66675,41,32.66675,11.885
"2022-07-21-22",40,41,33,12.035
"2022-07-21-23",40,41.75,33.58325,12.24
"2022-07-22-00",40,42,34,12.325
"2022-07-22-01",40.08325,42,34,12.265
"2022-07-22-02",41,42,34,12.2
"2022-07-22-03",41,42,34,12.09675
"2022-07-22-04",41,42,34,11.98825
"2022-07-22-05",41.66675,42,34,11.85
"2022-07-22-06",42,42,34,11.76675
"2022-07-22-07",42,42,34,11.68
"2022-07-22-08",42.5,42.25,33.5,10.71325
"2022-07-22-09",43.1665,42.16675,33.83325,10.65
"2022-07-22-10",42.99975,41.66675,33.41675,10.52225
"2022-07-22-11",42.25,42.25,33.0835,10.7225
"2022-07-22-12",42.25,42.41675,33.16675,10.97
"2022-07-22-13",43,43,34,11.38675
"2022-07-22-14",43,43,34,11.565
"2022-07-22-15",42.83325,43,34,11.65
"2022-07-22-16",42,43,34,11.86175
"2022-07-22-17",42,43.91675,34,12.08175
"2022-07-22-18",42,43.5835,34,12.21075
"2022-07-22-19",42,43,34,12.31325
"2022-07-22-20",42,43.08325,34.5835,12.6525
"2022-07-22-21",42,43,35,12.87175
"2022-07-22-22",42,43,35,12.911
"2022-07-22-23",42,43.5,35,13
"2022-07-23-00",41.91675,43.25,35,13.00575
"2022-07-23-01",41.4165,44,35,12.99425
"2022-07-23-02",41.16675,43.91675,35,12.9475
"2022-07-23-03",41.08325,43,35,12.90075
"2022-07-23-04",42,43,35,12.83075
"2022-07-23-05",42,43,35,12.76
"2022-07-23-06",42,43,35,12.666
"2022-07-23-07",42.58325,43,35,12.56
"2022-07-23-08",43,43.66675,35,12.48325
"2022-07-23-09",43.6665,44,35.08325,12.57425
"2022-07-23-10",44,44,35,12.46
"2022-07-23-11",44,44,35,12.47175
"2022-07-23-12",44,44,35,12.53
"2022-07-23-13",44,45.33325,35,12.56
"2022-07-23-14",44,46,35,12.625
"2022-07-23-15",44,46,35.1665,12.81675
"2022-07-23-16",44,46,35.58325,13.105
"2022-07-23-17",44,46,36,13.405
"2022-07-23-18",44,46,36,13.4865
"2022-07-23-19",44,46,36,13.5275
"2022-07-23-20",44,46,36,13.57425
"2022-07-23-21",43.16675,46,36,13.51575
"2022-07-23-22",43,46,36,13.4925
"2022-07-23-23",43,46,36,13.44
"2022-07-24-00",43,44.16675,36,13.34075
"2022-07-24-01",43,44,36,13.2415
"2022-07-24-02",43,44,36,13.11925
"2022-07-24-03",43.83325,44,36,12.9965
"2022-07-24-04",44,44,36,12.90925
"2022-07-24-05",44,44,36,12.81325
"2022-07-24-06",44,44,35.16675,12.37675
"2022-07-24-07",44,44,35,12.1975
"2022-07-24-08",44,45.5,35,12.18275
"2022-07-24-09",44,46,35,12.12575
"2022-07-24-10",44,46,35,12.07
"2022-07-24-11",45.66675,46,35,12.08
"2022-07-24-12",46,46,35,12.125
"2022-07-24-13",46,46,35,12.17075
"2022-07-24-14",46,46,35,12.25675
"2022-07-24-15",46,46.16675,35,12.355
"2022-07-24-16",44,46.33325,35,12.505
"2022-07-24-17",44,46.91675,35,12.71
"2022-07-24-18",44,47,35.1665,12.999
"2022-07-24-19",44,47,36,13.4575
"2022-07-24-20",44,47,36,13.51
"2022-07-24-21",44,47,36,13.56825
"2022-07-24-22",44,47,36.83325,13.89675
"2022-07-24-23",44,47,37,13.96
"2022-07-25-00",43.83325,46.66675,37,13.96
"2022-07-25-01",43.25,46,36.6665,13.829
"2022-07-25-02",43,46,37,13.811
"2022-07-25-03",43.4165,46,37,13.71075
"2022-07-25-04",44,46,37,13.55175
"2022-07-25-05",44,46,36.08325,13.14575
"2022-07-25-06",44,46,36,12.93825
"2022-07-25-07",44,46,36,12.83
"2022-07-25-08",42.1665,42.66675,33.75,11.1375
"2022-07-25-09",40.4165,41.25,31.75,10.3875
"2022-07-25-10",37.3335,39.5,29.5,9.6235
"2022-07-25-11",36.16675,37.25,28.5835,9.6365
"2022-07-25-12",36.5,37.5,28.58325,9.32925
"2022-07-25-13",36.66675,37.8335,28.75,9.439
"2022-07-25-14",35.33325,36.5,27.33325,9.00325
"2022-07-25-15",35.16675,36.25,27.41675,9.024
"2022-07-25-16",36.41675,37.75,29.33325,9.99075
"2022-07-25-17",37.58325,39.83325,30.91675,10.55925
"2022-07-25-18",39,40.5,31.83325,10.93925
"2022-07-25-19",40,41,33,11.38
"2022-07-25-20",41,41.16675,33.08325,11.40825
"2022-07-25-21",41,42,33.41675,11.5215
"2022-07-25-22",41,42,33.8335,11.68675
"2022-07-25-23",41.41675,42,34,11.665
"2022-07-26-00",42,42,34,11.655
"2022-07-26-01",42,42,34,11.605
"2022-07-26-02",42,42,34,11.6
"2022-07-26-03",42,42,34,11.585
"2022-07-26-04",42,42,34,11.505
"2022-07-26-05",42,42.91675,34,11.42175
"2022-07-26-06",42.1665,43,34,11.36
"2022-07-26-07",43,43,34,11.28
"2022-07-26-08",46.5,45,36.16675,10.96475
"2022-07-26-09",46.75,45.5,36,11.19175
"2022-07-26-10",46,44,35.08325,11.30675
"2022-07-26-11",45.16675,44.99975,35.25025,11.23575
"2022-07-26-12",41.66675,43,32.5,10.0175
"2022-07-26-13",40.75,42.25,31.41675,9.511
"2022-07-26-14",40,41.6665,30.91675,9.315
"2022-07-26-15",40,41.08325,31,9.33575
"2022-07-26-16",40,41,31.58325,9.779
"2022-07-26-17",41,42,32.58325,10.4325
"2022-07-26-18",41.08325,42.58325,33.25,10.79175
"2022-07-26-19",41.91675,43,33.8335,11.09175
"2022-07-26-20",42,43,34,11.185
"2022-07-26-21",41.58325,43,34,11.145
"2022-07-26-22",41,43,34,11.15
"2022-07-26-23",41,43,34,11.12
"2022-07-27-00",41,42.91675,34,11.09
"2022-07-27-01",41,42.08325,34,11.015
"2022-07-27-02",41.75,42,34,10.9775
"2022-07-27-03",42,42.41675,34,10.92925
"2022-07-27-04",42,42.3335,34,10.855
"2022-07-27-05",42,42.91675,34,10.71
"2022-07-27-06",42,42.91675,34,10.59675
"2022-07-27-07",42,42.5835,33.58325,10.40175
"2022-07-27-08",42,42.25,33,10.1475
"2022-07-27-09",42,42.6665,33,10.1185
"2022-07-27-10",42,42.83325,33,10.11
"2022-07-27-11",42,43,33,10.11
"2022-07-27-12",42.5,43,33,10.11825
"2022-07-27-13",43,43,33,10.16075
"2022-07-27-14",43,43,33,10.225
"2022-07-27-15",43,43,33,10.3135
"2022-07-27-16",42.83325,43,33,10.431
"2022-07-27-17",42,43,33,10.6075
"2022-07-27-18",42,43,33,10.68
"2022-07-27-19",42,43.1665,33.41675,10.87675
"2022-07-27-20",42.08325,43.58325,34,11.07825
"2022-07-27-21",42,43.08325,34,11.05
"2022-07-27-22",42,43,34,11.045
"2022-07-27-23",41.16675,43,34,11.025
"2022-07-28-00",41.66675,43,34,10.99
"2022-07-28-01",42,43,34,10.965
"2022-07-28-02",41.5835,43,34,10.885
"2022-07-28-03",42,42.5,34,10.77
"2022-07-28-04",42,42.5,34,10.65
"2022-07-28-05",42,42.49975,34,10.56925
"2022-07-28-06",42,42.8335,34,10.46325
"2022-07-28-07",42.16675,43,34,10.42
"2022-07-28-08",42.25,42.58325,33,9.85825
"2022-07-28-09",41.83325,42,32,9.24575
"2022-07-28-10",41,42,31.16675,9.09425
"2022-07-28-11",40.58325,41.08325,30.9165,9.09325
"2022-07-28-12",40.41675,40.58325,30.75,8.98575
"2022-07-28-13",41.16675,41.83325,31.75,9.53175
"2022-07-28-14",38.83325,40.08325,29.83325,8.8315
"2022-07-28-15",35.75025,38.08325,27.58325,8.02
"2022-07-28-16",35.66675,37.41675,27.75,8.10575
"2022-07-28-17",37.16675,38.83325,29.75,9.04075
"2022-07-28-18",38,40.25,31,9.575
"2022-07-28-19",38.83325,41,31.75,9.94825
"2022-07-28-20",40,41.66675,32.5,10.21
"2022-07-28-21",40,42,33,10.39
"2022-07-28-22",40.08325,42,33,10.48175
"2022-07-28-23",41,42,33.58325,10.71325
"2022-07-29-00",41,42,34,10.77
"2022-07-29-01",41,42,34,10.695
"2022-07-29-02",41,42,34,10.64
"2022-07-29-03",41,42,34,10.58675
"2022-07-29-04",41,42,34,10.49
"2022-07-29-05",41.91675,42,34,10.42
"2022-07-29-06",42,42,34,10.405
"2022-07-29-07",42,42.08325,34,10.34
"2022-07-29-08",42,42.91675,34,10.305
"2022-07-29-09",42.75,43,34,10.2625
"2022-07-29-10",43,43,34,10.2
"2022-07-29-11",43.25,43.5,34,10.1525
"2022-07-29-12",44,44,34.83325,10.345
"2022-07-29-13",44,44,35,10.33075
"2022-07-29-14",44,45.3335,35,10.27825
"2022-07-29-15",44,46,35,10.31575
"2022-07-29-16",44,46,35,10.325
"2022-07-29-17",44,46,35,10.39
"2022-07-29-18",44,46,35,10.46475
"2022-07-29-19",44,46,35.41675,10.625
"2022-07-29-20",44,46.3335,35.91675,10.74
"2022-07-29-21",44,46.41675,36,10.70925
"2022-07-29-22",44,46.08325,36,10.68
"2022-07-29-23",46,47,36,10.64
"2022-07-30-00",46,47,36,10.595
"2022-07-30-01",46,47,36,10.525
"2022-07-30-02",46,47,36,10.46675
"2022-07-30-03",46,47,36,10.435
"2022-07-30-04",46,47,36,10.355
"2022-07-30-05",46,47,36,10.265
"2022-07-30-06",46,47,36,10.16575
"2022-07-30-07",46.5,47,36,10.075
"2022-07-30-08",46,47,36,10.05575
"2022-07-30-09",46,47.08325,36,9.975
"2022-07-30-10",46,47.25,36,9.95
"2022-07-30-11",47,47.83325,36,10.0085
"2022-07-30-12",47,47.91675,35.08325,9.81325
"2022-07-30-13",47,47.25,35,9.8775
"2022-07-30-14",46.66675,47.08325,35.08325,10.01425
"2022-07-30-15",46,47.75,36,10.37
"2022-07-30-16",46,48,36,10.47575
"2022-07-30-17",44.66675,47.5,35.6665,10.55925
"2022-07-30-18",44,47,35.6665,10.75
"2022-07-30-19",44,47,36,10.98925
"2022-07-30-20",43.75,47,36,11.03
"2022-07-30-21",43,47,36,11.035
"2022-07-30-22",43,47,36,11.04
"2022-07-30-23",43,47,36,11.05
"2022-07-31-00",43,46.33325,36,11.035
"2022-07-31-01",43,46,36,11.02
"2022-07-31-02",43,46,36,10.94
"2022-07-31-03",43,46,36,10.79
"2022-07-31-04",43,46,36,10.68175
"2022-07-31-05",43,46,36,10.575
"2022-07-31-06",43.41675,46,36,10.4625
"2022-07-31-07",44,46,36,10.42
"2022-07-31-08",44,46,35.75,10.3575
"2022-07-31-09",44,46,35,10.085
"2022-07-31-10",44,46,35,10.04
"2022-07-31-11",44,46,35,10.075
"2022-07-31-12",44,46,35,10.155
"2022-07-31-13",44,46,35,10.2075
"2022-07-31-14",44,46,35,10.33175
"2022-07-31-15",44,46.91675,35,10.45075
"2022-07-31-16",43.83325,47,35,10.62575
"2022-07-31-17",43,47,35,10.81
"2022-07-31-18",43,47,35.5,11.14925
"2022-07-31-19",43,47,35.91675,11.605
"2022-07-31-20",43,47,36,11.64
"2022-07-31-21",43,47,36,11.64
"2022-07-31-22",43,47,36,11.695
"2022-07-31-23",43,47,36.25,11.80175
"2022-08-01-00",43,46.66675,36.75,11.96425
"2022-08-01-01",43,46,36.75,11.936
"2022-08-01-02",43,46,36.08325,11.725
"2022-08-01-03",43,46,36.08325,11.61
"2022-08-01-04",43,46,36.91675,11.72
"2022-08-01-05",43,46,37,11.55075
"2022-08-01-06",43.08325,46,36.91675,11.33175
"2022-08-01-07",44,46,36,11.04
"2022-08-01-08",43.5,44.5,35.33325,10.43175
"2022-08-01-09",43.08325,43.91675,34.66675,10.00825
"2022-08-01-10",42.75,43.5835,34.4165,9.9975
"2022-08-01-11",42.9165,43.75,34.1665,10.1815
"2022-08-01-12",40.83325,42.08325,32.41675,9.69825
"2022-08-01-13",38.16675,42,30.8335,9.025
"2022-08-01-14",37.25,40.66675,30,8.7835
"2022-08-01-15",36.16675,37.9165,29.0835,8.60075
"2022-08-01-16",36.75,38.6665,29.75,9.21025
"2022-08-01-17",37.83325,40.58325,31.08325,9.97525
"2022-08-01-18",38,41,31.83325,10.39575
"2022-08-01-19",39.83325,41.91675,32.41675,10.63825
"2022-08-01-20",40,42,33,10.885
"2022-08-01-21",40,42,33.25,11.08
"2022-08-01-22",40,42.16675,34,11.35
"2022-08-01-23",40,43,34,11.35
"2022-08-02-00",40,43,34.41675,11.44825
"2022-08-02-01",40.66675,43,35,11.61825
"2022-08-02-02",41,43,35,11.545
"2022-08-02-03",41,43,35,11.485
"2022-08-02-04",41,43,35,11.385
"2022-08-02-05",41,43,35,11.315
"2022-08-02-06",42,43,35,11.21325
"2022-08-02-07",42,43,34.41675,11.0065
"2022-08-02-08",41.41675,42.5,33.1665,10.2425
"2022-08-02-09",42.25,42.58325,33.58325,9.83675
"2022-08-02-10",43,43,34,10.004
"2022-08-02-11",42.41675,42.91675,33.66675,10.09425
"2022-08-02-12",42.75,43,34,10.45
"2022-08-02-13",40.91675,42.4165,32.5,9.87675
"2022-08-02-14",40,42,31.91675,9.57275
"2022-08-02-15",39,41.16675,31.24975,9.44225
"2022-08-02-16",40,41.83325,32.16675,10.1125
"2022-08-02-17",40.08325,42.5,33,10.69425
"2022-08-02-18",41,43,33.41675,11.01425
"2022-08-02-19",41,43,34,11.4125
"2022-08-02-20",41,43.33325,34,11.451
"2022-08-02-21",41,44,34.41675,11.64075
"2022-08-02-22",41,44,35,11.88
"2022-08-02-23",41,44,35,11.92
"2022-08-03-00",41,43.41675,35,11.91
"2022-08-03-01",41,43,35,11.825
"2022-08-03-02",41,43,35,11.74
"2022-08-03-03",41.66675,43,35,11.69
"2022-08-03-04",42,43,35,11.58925
"2022-08-03-05",42,43,35,11.475
"2022-08-03-06",42,43,35,11.365
"2022-08-03-07",42.16675,43,35,11.295
"2022-08-03-08",43,43.5,35,11.32
"2022-08-03-09",43,44,35,11.3
"2022-08-03-10",43,44,34.58325,11.12675
"2022-08-03-11",43,44,34,10.98175
"2022-08-03-12",43,44,34,11.025
"2022-08-03-13",43,44,34,11.165
"2022-08-03-14",43,44,34,11.305
"2022-08-03-15",42.75,44,34,11.445
"2022-08-03-16",42,44,34,11.61
"2022-08-03-17",42,44,34,11.8175
"2022-08-03-18",42,44,34.4165,12.20825
"2022-08-03-19",42,45.83325,35,12.60425
"2022-08-03-20",42,46,35,12.66
"2022-08-03-21",42,46,35.25,12.81425
"2022-08-03-22",42,46,36,13.16
"2022-08-03-23",42,46,36,13.21825
"2022-08-04-00",42,46,36,13.2185
"2022-08-04-01",42,44,36,13.154
"2022-08-04-02",42,44,36,13.06675
"2022-08-04-03",42,44,36,12.979
"2022-08-04-04",42,44,36,12.90925
"2022-08-04-05",42,44,36,12.81175
"2022-08-04-06",43,44,36,12.6975
"2022-08-04-07",43,44,36,12.595
"2022-08-04-08",42.9165,43.75,35.0835,11.74075
"2022-08-04-09",42.08325,42.8335,33.91675,11.119
"2022-08-04-10",40.33325,41.83325,32.3335,10.47175
"2022-08-04-11",38.8335,40.83325,31,10.01175
"2022-08-04-12",38,41.25,30.58325,9.9185
"2022-08-04-13",36.58325,40.41675,29.5835,9.574
"2022-08-04-14",36.25,39.24975,29.16675,9.63325
