"Time","Humidite_Interieur_Sud.mean","Humidite_Interieur_Nord.mean","Humidite_RELATIVE_E4000.mean","Humidite_ABSOLUE_E4000.mean"
"2019-04-19-17",39.3125,43.5,36.8,9.08175
"2019-04-19-18",40.4,42.40625,37,9.1
"2019-04-19-19",39.94125,45.03125,37.83325,9.3
"2019-04-19-20",40.4375,40.9375,38,9.34
"2019-04-19-21",38.82,46.34375,38,9.34
"2019-04-19-22",37.57325,42.70225,38,9.311
"2019-04-19-23",38.4055,41.29475,38,9.29075
"2019-04-20-00",38.9375,44.794,38,9.26825
"2019-04-20-01",38.32,42.17125,38,9.214
"2019-04-20-02",38.375,43.588,38,9.165
"2019-04-20-03",38.75,43.08575,38,9.097
"2019-04-20-04",39.875,43.513,38,9.03325
"2019-04-20-05",37.81625,43.513,37.6,8.87225
"2019-04-20-06",38.81625,41.30975,37,8.6785
"2019-04-20-07",39.37875,41.1565,37,8.65
"2019-04-20-08",38.44125,42.17225,37,8.65
"2019-04-20-09",39.91575,40.61875,36.81675,8.5845
"2019-04-20-10",38.48225,41.1565,36,8.408
"2019-04-20-11",39.1195,42.01575,36,8.43425
"2019-04-20-12",38.3045,43.23975,36,8.5375
"2019-04-20-13",38.81625,43.513,36,8.64525
"2019-04-20-14",38.32,43.58,36,8.7365
"2019-04-20-15",38.9375,43.588,36,8.83175
"2019-04-20-16",38.81625,44.11075,36,8.86175
"2019-04-20-17",37.31625,42.382,36.01675,8.9175
"2019-04-20-18",39.5,44.1535,37,9.14925
"2019-04-20-19",38.6545,44.0785,36.6835,9.0235
"2019-04-20-20",39.45325,42.8725,36.7,9.025
"2019-04-20-21",36.11775,42.8725,37,9.10075
"2019-04-20-22",35.642,43.41875,37,9.1
"2019-04-20-23",35.90875,39.47175,37,9.06075
"2019-04-21-00",36.61575,43.39075,37,9.02925
"2019-04-21-01",36.20875,40.994,36,8.7275
"2019-04-21-02",34.10625,41.88225,36,8.67575
"2019-04-21-03",34.60775,40.22925,36,8.62875
"2019-04-21-04",36.9125,40.69475,36,8.58425
"2019-04-21-05",37.09725,41.25375,36,8.53075
"2019-04-21-06",37.0835,41.2885,36,8.4825
"2019-04-21-07",37.995,41.8125,36,8.44425
"2019-04-21-08",37.941,40.823,36,8.41
"2019-04-21-09",37.39425,41.8125,35.9,8.387
"2019-04-21-10",37.3625,40.823,35.5165,8.29975
"2019-04-21-11",36.35425,40.66,35,8.18
"2019-04-21-12",38.9705,40.3125,35,8.18
"2019-04-21-13",37.877,41.42925,35,8.1975
"2019-04-21-14",36.9115,41.228,35,8.27675
"2019-04-21-15",36.8475,42.7815,35,8.3505
"2019-04-21-16",38.54175,41.6345,35,8.444
"2019-04-21-17",37.813,39.47175,35.11675,8.53525
"2019-04-21-18",38.9065,39.94975,36,8.71925
"2019-04-21-19",35.45325,41.1565,36,8.68325
"2019-04-21-20",36.41875,40.72875,36,8.6335
"2019-04-21-21",38.42375,42.7815,36.1165,8.63375
"2019-04-21-22",39.45325,42.7815,36.01675,8.568
"2019-04-21-23",39.45325,40.0095,36.3165,8.606
"2019-04-22-00",37.33025,42.17225,36.16675,8.524
"2019-04-22-01",39.45325,38.566,36,8.43675
"2019-04-22-02",37.44825,40.0095,36,8.41075
"2019-04-22-03",37.877,41.02525,36,8.41
"2019-04-22-04",38.35975,42.00025,36,8.3715
"2019-04-22-05",39.45325,41.82825,36,8.37
"2019-04-22-06",37.995,40.101,35.91675,8.35075
"2019-04-22-07",39.45325,41.21875,35,8.13075
"2019-04-22-08",38.9065,41.21875,35,8.13325
"2019-04-22-09",39.45325,41.41875,35,8.175
"2019-04-22-10",38.42375,41.1565,35,8.18
"2019-04-22-11",37.33025,42.7815,35,8.2145
"2019-04-22-12",38.42375,41.6345,35,8.30975
"2019-04-22-13",38.42375,41.6345,35,8.42625
"2019-04-22-14",38.9065,43.114,35,8.55
"2019-04-22-15",37.39425,41.7415,35,8.60175
"2019-04-22-16",38.9705,44.719,35.28325,8.67075
"2019-04-22-17",37.7535,42.382,36,8.8315
"2019-04-22-18",38.44125,43.01075,36.38325,8.89425
"2019-04-22-19",39.94125,43.588,37,9.00075
"2019-04-22-20",39.875,44.719,37,9
"2019-04-22-21",39.808,41.5775,37,8.965
"2019-04-22-22",36.6125,42.7815,37,8.94
"2019-04-22-23",36.08175,41.6345,37,8.90925
"2019-04-23-00",37.72275,41.6345,36.41675,8.75075
"2019-04-23-01",36.927,42.24375,36,8.62
"2019-04-23-02",38.42375,38.815,36,8.595
"2019-04-23-03",40,40.625,36,8.54825
"2019-04-23-04",39.31125,39.70525,36,8.504
"2019-04-23-05",39.42375,41.21875,36,8.46075
"2019-04-23-06",38.9065,41.41675,36,8.41575
"2019-04-23-07",38.42375,40.69475,36,8.41
"2019-04-23-08",36.9655,39.6355,36,8.41
"2019-04-23-09",37.941,40.9165,36,8.41
"2019-04-23-10",37.80075,40.0095,36,8.41075
"2019-04-23-11",39.875,41.6345,36,8.43325
"2019-04-23-12",38.75,42.7815,36,8.48525
"2019-04-23-13",39.3125,38.99375,36,8.5995
"2019-04-23-14",38.2645,41.89575,35.53325,8.50325
"2019-04-23-15",38.7995,43.544,36.18325,8.65475
"2019-04-23-16",39.51475,42.307,37,8.8645
"2019-04-23-17",40.33375,43.513,37,8.854
"2019-04-23-18",39.8235,44.1535,37,8.8695
"2019-04-23-19",41.422,43.513,37,8.9
"2019-04-23-20",39.75575,44.719,37.50025,8.97775
"2019-04-23-21",40.91175,45.3595,38,9.081
"2019-04-23-22",41.422,45.3595,38,9.0675
"2019-04-23-23",41.26575,43.374,37.9,9.0085
"2019-04-24-00",38.81625,40.4875,37,8.7615
"2019-04-24-01",39.28125,38.934,36.98325,8.7345
"2019-04-24-02",37.9,39.93775,36.18325,8.503
"2019-04-24-03",39.37875,41.84575,36,8.41075
"2019-04-24-04",40.4375,39.577,36,8.41
"2019-04-24-05",38.81625,42.40625,36,8.41
"2019-04-24-06",39.2205,41.2885,35.71675,8.33025
"2019-04-24-07",37.59575,40.969,34.73325,8.0745
"2019-04-24-08",35.0835,39.75575,34.03325,7.94525
"2019-04-24-09",37.79175,38.158,34.73325,8.1295
"2019-04-24-10",37.09725,39.577,35.03325,8.2255
"2019-04-24-11",38.32,39.9865,35.38325,8.32075
"2019-04-24-12",36.98775,42.24375,36,8.446
"2019-04-24-13",37.87875,40.44675,36,8.4525
"2019-04-24-14",39.3125,40.61875,36,8.43175
"2019-04-24-15",41,40.4875,36,8.41075
"2019-04-24-16",38.18675,41.706,35.68325,8.3815
"2019-04-24-17",38.82825,40.648,34.2,8.0545
"2019-04-24-18",37.7,36.81525,32.9,7.77675
"2019-04-24-19",34.55875,38.81625,32,7.57
"2019-04-24-20",34.988,38.92575,31.31675,7.402
"2019-04-24-21",32.83725,36.76075,30.76675,7.27475
"2019-04-24-22",32.86775,36.04,30,7.08875
"2019-04-24-23",32.147,34.88825,29.36675,6.91975
"2019-04-25-00",32.9375,34.31125,28.5,6.70125
"2019-04-25-01",29.94725,33.3395,27.41675,6.44125
"2019-04-25-02",30.1875,33.18025,27.01675,6.327
"2019-04-25-03",31,33.59375,27,6.31
"2019-04-25-04",30.59375,31.70225,27.1335,6.3405
"2019-04-25-05",29.42275,32.8125,27.26675,6.37125
"2019-04-25-06",30.59375,33.2355,27,6.31
"2019-04-25-07",29.375,33.1065,27,6.31
"2019-04-25-08",30.59375,32.07,26.81675,6.26775
"2019-04-25-09",31.95125,32.7115,26.68325,6.23925
"2019-04-25-10",30.01475,33.1785,27.3165,6.4395
"2019-04-25-11",32.5625,32.828,27.96675,6.6695
"2019-04-25-12",31.6875,34.604,27.96675,6.76025
"2019-04-25-13",31.38525,35.012,28.36675,6.88925
"2019-04-25-14",32.694,34.16675,29,7.03325
"2019-04-25-15",33.094,35.05875,29.01675,7.045
"2019-04-25-16",32.641,34.16675,29.01675,7.0755
"2019-04-25-17",32.33875,34.2255,29.3875,7.10775
"2019-04-25-18",34,34.16675,29.9845,7.24275
"2019-04-25-19",32.27225,36,30,7.21
"2019-04-25-20",33.9625,33.7255,30.6,7.3245
"2019-04-25-21",33.10125,35.581,31.68325,7.553
"2019-04-25-22",35.84375,37.002,32.78325,7.756
"2019-04-25-23",35.45775,36.22725,33,7.74225
"2019-04-26-00",35.0315,35.594,32.25,7.53825
"2019-04-26-01",34.11975,36.969,32.76675,7.6215
"2019-04-26-02",35.08825,38.21075,32,7.438
"2019-04-26-03",34.604,38.42375,32,7.4075
"2019-04-26-04",35.51575,37.995,32,7.4
"2019-04-26-05",34.604,37.0645,32,7.4
"2019-04-26-06",33.69225,38.055,31.46675,7.23575
"2019-04-26-07",32.93225,37.88625,31,7.14
"2019-04-26-08",33.6355,38.42375,31,7.122
"2019-04-26-09",36.0325,37.995,31,7.1215
"2019-04-26-10",36.9645,38.90675,32.66675,7.39
"2019-04-26-11",37.704,41.422,32,7.47675
"2019-04-26-12",36.969,37.70375,32,7.4475
"2019-04-26-13",36.4535,39.17775,32,7.42275
"2019-04-26-14",35.9985,38.28175,32,7.43675
"2019-04-26-15",36.8845,41.422,32,7.44
"2019-04-26-16",36,37.511,32,7.44
"2019-04-26-17",36,40.91175,32,7.4415
"2019-04-26-18",35.05875,38.792,32.15,7.488
"2019-04-26-19",34.05875,36.7695,33,7.69275
"2019-04-26-20",36.05875,39.17775,33,7.6715
"2019-04-26-21",35.55875,37.70375,33,7.67075
"2019-04-26-22",37,40.477,33,7.67
"2019-04-26-23",36,42.40625,33,7.67
"2019-04-27-00",34.66675,39.64675,33,7.64875
"2019-04-27-01",35.05875,39.70525,33,7.63
"2019-04-27-02",36.05875,39.053,33,7.61675
"2019-04-27-03",34.989,39.7675,33,7.58075
"2019-04-27-04",36.969,39.8125,33,7.5815
"2019-04-27-05",36.969,39.2885,33,7.58175
"2019-04-27-06",36.625,41.41675,33,7.5815
"2019-04-27-07",36.514,39.70525,33,7.58075
"2019-04-27-08",36.625,40.69475,33,7.57875
"2019-04-27-09",36.9405,41.8595,33,7.574
"2019-04-27-10",38.9065,37.7535,33,7.57925
"2019-04-27-11",37.51225,41.6345,33,7.58075
"2019-04-27-12",36.811,41.6345,33,7.60575
"2019-04-27-13",37.995,41.8775,33.95,7.8745
"2019-04-27-14",37.61125,44.719,33.9165,7.881
"2019-04-27-15",38.405,45.3595,34,7.91675
"2019-04-27-16",37.4845,41.943,34,7.95
"2019-04-27-17",34.6235,42.8725,34,7.95075
"2019-04-27-18",36.514,42.307,34.63325,8.11325
"2019-04-27-19",36.514,41.7905,35,8.20425
"2019-04-27-20",36.1095,42.382,35,8.18075
"2019-04-27-21",36.4535,45.3595,35,8.18
"2019-04-27-22",35.9985,41.9955,35,8.17825
"2019-04-27-23",37.4845,42.44525,35,8.139
"2019-04-28-00",37.4845,44.719,35,8.13
"2019-04-28-01",35.57375,43.588,35,8.13
"2019-04-28-02",35.0785,44.0785,35,8.13
"2019-04-28-03",35.028,40.4875,35,8.112
"2019-04-28-04",37.0295,41.1565,34.61675,7.9985
"2019-04-28-05",35.9985,41.09675,34,7.844
"2019-04-28-06",35.938,38.99375,34,7.84325
"2019-04-28-07",35.0885,42.05,33.4335,7.68725
"2019-04-28-08",38,41.88225,33,7.58675
"2019-04-28-09",36.514,42.33625,33,7.58075
"2019-04-28-10",37.4845,41.76575,33,7.571
"2019-04-28-11",36.4535,41.6345,33,7.5665
"2019-04-28-12",36.969,39.65325,33,7.57925
"2019-04-28-13",37.0295,40.54725,33,7.572
"2019-04-28-14",35.938,41.706,33,7.57475
"2019-04-28-15",36.4535,43.39075,33,7.56925
"2019-04-28-16",36.4535,39.044,33,7.58
"2019-04-28-17",38,39.044,33,7.5795
"2019-04-28-18",35.139,41.1565,33,7.575
"2019-04-28-19",37.11775,39.80625,33,7.54875
"2019-04-28-20",36.5,40.54725,33,7.55
"2019-04-28-21",34.55875,41.09675,33,7.54
"2019-04-28-22",35.5,41.09675,33,7.54
"2019-04-28-23",36.07825,41.6345,33,7.53125
"2019-04-29-00",35.91575,40.4875,33,7.53475
"2019-04-29-01",36.85625,39.713,32.98325,7.5395
"2019-04-29-02",36.84075,41.228,32.03325,7.345
"2019-04-29-03",36.01575,42.77525,32,7.34675
"2019-04-29-04",35.55875,41.3385,32,7.345
"2019-04-29-05",35.775,37.23975,32,7.34075
"2019-04-29-06",37.9,38.122,32,7.3255
"2019-04-29-07",37.372,40.69475,32,7.31225
"2019-04-29-08",36.01775,40.53225,32.05,7.2825
"2019-04-29-09",38.6315,41.081,33.16875,7.38
"2019-04-29-10",41.56675,46,34.38325,7.34175
"2019-04-29-11",42,46,34.23325,7.2315
"2019-04-29-12",42,44.86175,34.01675,7.2055
"2019-04-29-13",42.2625,44.773,34.8,7.463
"2019-04-29-14",42.33325,45.72625,34.8665,7.59775
"2019-04-29-15",42,46.15,34.26675,7.5415
"2019-04-29-16",41.14075,46,34,7.66175
"2019-04-29-17",40.26675,45.3595,34,7.66625
"2019-04-29-18",38.518,46,34,7.7035
"2019-04-29-19",38,46,34,7.73475
"2019-04-29-20",37.73325,44.4845,34,7.77225
"2019-04-29-21",37,44,34,7.77075
"2019-04-29-22",37,43.39075,34,7.77075
"2019-04-29-23",37,43.39075,34,7.77
"2019-04-30-00",37,43.39075,34,7.77
"2019-04-30-01",37,43.39075,33.96675,7.76175
"2019-04-30-02",37,44,33.26675,7.58125
"2019-04-30-03",36.5,44,33,7.5025
"2019-04-30-04",37,44,33,7.476
"2019-04-30-05",37,42.4895,33,7.466
"2019-04-30-06",37,42.40625,32.98325,7.46
"2019-04-30-07",37.1,43,32.1835,7.28225
"2019-04-30-08",37.66675,43,32.95,7.36875
"2019-04-30-09",39.08325,43.76675,33.35,7.369
"2019-04-30-10",39.375,45.706,34,7.48525
"2019-04-30-11",40.4,45.8605,34.1,7.58675
"2019-04-30-12",40,46.2835,34,7.59475
"2019-04-30-13",40,47,34,7.69575
"2019-04-30-14",39.547,47.5,34.05,7.85325
"2019-04-30-15",41,48,34.83325,8.015
"2019-04-30-16",40.95,47.61675,35.01675,7.9615
"2019-04-30-17",39.7345,46.65625,35.58325,7.97325
"2019-04-30-18",41,47.32825,36,8.0275
"2019-04-30-19",40.4375,46.50025,36.01675,7.967
"2019-04-30-20",41,46.34375,36.71675,8.07975
"2019-04-30-21",41,46.34375,37,8.13
"2019-04-30-22",40.875,47,37,8.121
"2019-04-30-23",41.78325,47,37,8.09325
"2019-05-01-00",40.594,47,37,8.054
"2019-05-01-01",42,46.71875,37,8.0075
"2019-05-01-02",41.4335,45.3595,37,7.96075
"2019-05-01-03",39.875,46,37,7.91275
"2019-05-01-04",41,46,37,7.86075
"2019-05-01-05",41,46,36.6835,7.7495
"2019-05-01-06",41,46,36.05,7.57975
"2019-05-01-07",41,46,36,7.56
"2019-05-01-08",41,44.794,36,7.56
"2019-05-01-09",41,46,36,7.56075
"2019-05-01-10",40.67075,46,36,7.584
"2019-05-01-11",42,46.3105,36,7.633
"2019-05-01-12",42,45.6875,36,7.713
"2019-05-01-13",42,46.34375,36,7.762
"2019-05-01-14",41.422,47,36,7.826
"2019-05-01-15",42,47.9,36.03325,7.8855
"2019-05-01-16",42,48,36.91675,8.11175
"2019-05-01-17",42,48,37,8.14
"2019-05-01-18",41.422,47.32825,37,8.229
"2019-05-01-19",41.422,48,37.1,8.292
"2019-05-01-20",41.21875,47.32825,38,8.4415
"2019-05-01-21",41.5665,47.25,38,8.39425
"2019-05-01-22",41.03325,47,38,8.3915
"2019-05-01-23",41.85,47,38,8.36525
"2019-05-02-00",42,46.32825,38,8.35075
"2019-05-02-01",42,46.08325,38,8.335
"2019-05-02-02",41.422,46,38,8.2675
"2019-05-02-03",42,45.3595,38,8.22075
"2019-05-02-04",42,44.794,38,8.17175
"2019-05-02-05",42,45.3595,37.43325,7.996
"2019-05-02-06",42,46,37,7.85175
"2019-05-02-07",42,45.3595,37,7.81475
"2019-05-02-08",42,46.25,37.2,7.8485
"2019-05-02-09",42.5,47.4,38.36675,8.16425
"2019-05-02-10",46.29825,50.1265,40.7335,8.799
"2019-05-02-11",46,50,40.01675,8.7805
"2019-05-02-12",46.2335,50,40.03325,8.78825
"2019-05-02-13",46.88325,50.048,40.21675,8.79275
"2019-05-02-14",47.55925,51.68375,41,9.01
"2019-05-02-15",48,53,41.1,9.032
"2019-05-02-16",48,52.26675,42.01675,9.23175
"2019-05-02-17",46.827,51.55,41.73325,9.0405
"2019-05-02-18",46.34375,51,41,8.83425
"2019-05-02-19",47,50.20325,41,8.8025
"2019-05-02-20",46.20325,49.09575,41,8.7715
"2019-05-02-21",46,50,40.91675,8.73075
"2019-05-02-22",46,50,40.1,8.516
"2019-05-02-23",46,50,40,8.49175
"2019-05-03-00",46,50,40,8.49
"2019-05-03-01",46,48.6765,39.95,8.48125
"2019-05-03-02",44.4565,50,39.01675,8.315
"2019-05-03-03",44,50,39,8.33675
"2019-05-03-04",44,50,39,8.36725
"2019-05-03-05",44.03125,50,39,8.37
"2019-05-03-06",45.039,50,39,8.37
"2019-05-03-07",45.96875,50,39,8.3725
"2019-05-03-08",46.43325,50.66675,39.25,8.48075
"2019-05-03-09",47.14075,52.84375,40.75,8.745
"2019-05-03-10",47.26675,52.25,40.2,8.67375
"2019-05-03-11",46.34375,53,40,8.6825
"2019-05-03-12",47,53,40,8.70725
"2019-05-03-13",47,53,40,8.69075
"2019-05-03-14",47,52.25,40,8.729
"2019-05-03-15",46.86675,52.25,39.95,8.76225
"2019-05-03-16",46,51.0295,39,8.57
"2019-05-03-17",46,50.28125,39,8.57
"2019-05-03-18",45.65425,51,39,8.57075
"2019-05-03-19",44,49.25,39,8.56925
"2019-05-03-20",43.39075,49.297,39,8.52575
"2019-05-03-21",44,50,39,8.48825
"2019-05-03-22",43.39075,49.297,39,8.44175
"2019-05-03-23",41.55625,49.14275,39,8.395
"2019-05-04-00",44,49,39,8.3715
"2019-05-04-01",44,49,39,8.3565
"2019-05-04-02",42.7815,49,39,8.33075
"2019-05-04-03",43.39075,49,38.46675,8.206
"2019-05-04-04",43.39075,48.2345,38,8.078
"2019-05-04-05",43.39075,49,38,8.084
"2019-05-04-06",43.65,48.27925,38,8.11
"2019-05-04-07",42.423,48.4,37.78325,8.08225
"2019-05-04-08",43.3575,47.706,37.05,7.951
"2019-05-04-09",44,48.3125,37,7.94
"2019-05-04-10",44,48.3125,37,7.97675
"2019-05-04-11",44,49,37,7.9925
"2019-05-04-12",42.85625,47.96875,37.06675,8.043
"2019-05-04-13",43.45,48.7345,36.85,8.0845
"2019-05-04-14",44,49,37,8.13
"2019-05-04-15",43.39075,47.625,37,8.13
"2019-05-04-16",43,48.73325,37,8.13
"2019-05-04-17",43,48,37,8.11575
"2019-05-04-18",43,48,37,8.068
"2019-05-04-19",43,48,37,8.04075
"2019-05-04-20",43,46.6565,37.38325,8.0685
"2019-05-04-21",42.3,48,37,7.932
"2019-05-04-22",41.88325,47.047,36.75,7.8265
"2019-05-04-23",41,46.15,36,7.64
"2019-05-05-00",39.94125,46,35.08325,7.44825
"2019-05-05-01",40.73325,45.375,35,7.42925
"2019-05-05-02",39.45325,44.1305,34.5165,7.32375
"2019-05-05-03",40,44,33.95,7.2235
"2019-05-05-04",37.9055,43.71675,32.95,7.005
"2019-05-05-05",37.96675,43,32,6.80725
"2019-05-05-06",37,43,31.45,6.68325
"2019-05-05-07",37,41.719,31,6.5835
"2019-05-05-08",36.5,42.9335,31,6.584
"2019-05-05-09",37,43,31,6.58
"2019-05-05-10",37,42.32825,31,6.57925
"2019-05-05-11",37,43,31,6.58075
"2019-05-05-12",36.05875,43,31,6.59
"2019-05-05-13",37,43,30.95,6.60175
"2019-05-05-14",37,42.40625,30.54975,6.533
"2019-05-05-15",37,43,30.4,6.52975
"2019-05-05-16",37,43,30.93325,6.6835
"2019-05-05-17",36.5,43,30.98325,6.72625
"2019-05-05-18",37,43,31,6.72725
"2019-05-05-19",37,43.0665,31,6.73
"2019-05-05-20",36.78125,43,31,6.7295
"2019-05-05-21",35.51575,43,30.6,6.63175
"2019-05-05-22",36,41.89375,30.0665,6.50725
"2019-05-05-23",36,42,30,6.4825
"2019-05-06-00",36,42,30.69975,6.622
"2019-05-06-01",36,42,31,6.6605
"2019-05-06-02",36,42.11675,31,6.65275
"2019-05-06-03",36,41.425,30.96675,6.63325
"2019-05-06-04",36,42,30.9665,6.61325
"2019-05-06-05",35.51575,42.01675,30.51675,6.51375
"2019-05-06-06",36,41.7055,30.23325,6.43375
"2019-05-06-07",35.51575,42.83325,30.06675,6.3865
"2019-05-06-08",36.7335,43,30.41675,6.48625
"2019-05-06-09",37.26575,43.66675,31,6.684
"2019-05-06-10",38,44.65625,31,6.79325
"2019-05-06-11",38,45.3595,31,6.81
"2019-05-06-12",38.25625,43.6785,31,6.79875
"2019-05-06-13",39.15625,44,31,6.8155
"2019-05-06-14",39.7105,44,31,6.8495
"2019-05-06-15",38,43.39075,31,6.844
"2019-05-06-16",37.98325,43.39075,31.85,6.9635
"2019-05-06-17",38,44,32,6.97075
"2019-05-06-18",38,44,32,6.962
"2019-05-06-19",38,44,32.0335,6.91075
"2019-05-06-20",37.4845,43.39075,33,7.05675
"2019-05-06-21",37.8,42.7895,33,7.06525
"2019-05-06-22",37,43,33,7.04425
"2019-05-06-23",37,43,32.75,6.9795
"2019-05-07-00",37,42.3595,32.06675,6.80975
"2019-05-07-01",37,42,32,6.792
"2019-05-07-02",37,41.98325,32,6.81725
"2019-05-07-03",37,41,31.7335,6.7905
"2019-05-07-04",36.5,40.3595,31,6.6635
"2019-05-07-05",36.625,40.82825,31,6.6815
"2019-05-07-06",35.51575,38.87,30.71675,6.65575
"2019-05-07-07",36,40,30,6.564
"2019-05-07-08",36.58325,40,30,6.59
"2019-05-07-09",37,40.15425,30.85,6.69725
"2019-05-07-10",37.95,41.219,31.25,6.712
"2019-05-07-11",39,42.20625,31.86675,6.84875
"2019-05-07-12",40,43.78325,32,6.79975
"2019-05-07-13",40.08325,43.8595,32.81675,6.97875
"2019-05-07-14",39.175,45.34375,32.91675,7.004
"2019-05-07-15",37.17825,42.249,31.75,6.77425
"2019-05-07-16",35.1375,40.82075,30.26675,6.50975
"2019-05-07-17",35.974,41.71675,30.9835,6.687
"2019-05-07-18",37,42.16675,32,6.94875
"2019-05-07-19",37,42.40625,32.86675,7.086
"2019-05-07-20",37.0335,42.40625,33,7.08325
"2019-05-07-21",37.08325,42.40625,33.53325,7.158
"2019-05-07-22",36.5,42.9,33.95,7.249
"2019-05-07-23",37,41.422,33.66675,7.16225
"2019-05-08-00",37.11675,42,34,7.2135
"2019-05-08-01",37.86675,42,34,7.188
"2019-05-08-02",38,42.8165,34,7.16775
"2019-05-08-03",38,42.40625,34.65,7.2805
"2019-05-08-04",37.4845,43,35,7.32675
"2019-05-08-05",38.75,43,35,7.3
"2019-05-08-06",39.45325,43,35,7.3055
"2019-05-08-07",39.45325,42.40625,35,7.27225
"2019-05-08-08",40,43.797,35,7.26075
"2019-05-08-09",40.66675,42.853,35.259,7.3215
"2019-05-08-10",41,44,36,7.47075
"2019-05-08-11",41,44.8125,36,7.47
"2019-05-08-12",41,46,36,7.47075
"2019-05-08-13",41.01475,45.3595,36,7.47125
"2019-05-08-14",40.5375,45.3595,35.93325,7.47825
"2019-05-08-15",41,43.59675,35,7.3225
"2019-05-08-16",40.4375,43.39075,35,7.30225
"2019-05-08-17",41,43.51575,35.03325,7.3375
"2019-05-08-18",41.85,46.06675,36,7.56075
"2019-05-08-19",42,46.76675,36.33325,7.63
"2019-05-08-20",42,46.34375,37,7.77225
"2019-05-08-21",42,46.26575,37,7.77
"2019-05-08-22",41.422,47,37,7.77
"2019-05-08-23",42,47,37,7.77075
"2019-05-09-00",42,47,37,7.7675
"2019-05-09-01",42,47,37,7.74
"2019-05-09-02",41.422,47,36.68325,7.681
"2019-05-09-03",42,47,36.7,7.6745
"2019-05-09-04",42,46.34375,36.05,7.5705
"2019-05-09-05",41.34375,46.34375,36,7.56075
"2019-05-09-06",42,46.34375,36,7.5615
"2019-05-09-07",42,47,36,7.5615
"2019-05-09-08",42.44275,47.63325,36.26675,7.605
"2019-05-09-09",43.39075,48.85,37.45,7.851
"2019-05-09-10",44.1945,48.3125,37.31675,7.90125
"2019-05-09-11",44.3785,48.70325,37.36675,8.0035
"2019-05-09-12",43.79075,49.33825,37.5835,8.11025
"2019-05-09-13",46.76675,51.3125,39.2,8.49075
"2019-05-09-14",46.34375,53,39.0335,8.56575
"2019-05-09-15",46.34375,53,39,8.58925
"2019-05-09-16",47,52.25,39.46675,8.65625
"2019-05-09-17",46.172,50.60125,40,8.604
"2019-05-09-18",46,51,39.11675,8.35375
"2019-05-09-19",46,50.21675,39,8.28575
"2019-05-09-20",46,50,39,8.2765
"2019-05-09-21",46,49.297,39,8.24325
"2019-05-09-22",45.28125,50,39,8.22
"2019-05-09-23",44.2915,49.2845,39,8.19
"2019-05-10-00",44,49,39,8.15
"2019-05-10-01",44,48.3125,39,8.10575
"2019-05-10-02",44,49,39,8.11325
"2019-05-10-03",43.39075,49,39,8.1385
"2019-05-10-04",44.14575,49,39,8.11325
"2019-05-10-05",44.456,49,39,8.09
"2019-05-10-06",44.0555,49,39,8.119
"2019-05-10-07",44.26325,49,39,8.15025
"2019-05-10-08",48.902,52.89175,40.94975,8.79225
"2019-05-10-09",49.3,54.06175,41.8335,9.023
"2019-05-10-10",50.01575,54.9145,42.89975,9.38975
"2019-05-10-11",49.06375,54.71675,41.7,9.21
"2019-05-10-12",50.08325,55.683,43.5,9.39175
"2019-05-10-13",50,55.9,43.1,9.28775
"2019-05-10-14",50,54.21875,43,9.231
"2019-05-10-15",49.15625,54.21875,43,9.25375
"2019-05-10-16",48.96675,54.26675,42.38325,9.1975
"2019-05-10-17",48.4165,53.2345,42.61675,9.22575
"2019-05-10-18",47.3615,54,42.66675,9.266
"2019-05-10-19",48,53.31675,42.2835,9.2505
"2019-05-10-20",48,53,42.93325,9.37725
"2019-05-10-21",48,53,43,9.39
"2019-05-10-22",47.32825,52.625,43,9.3825
"2019-05-10-23",48,51,43,9.34
"2019-05-11-00",48,50.28125,43,9.29825
"2019-05-11-01",47.32825,51,43,9.23275
"2019-05-11-02",48,49.647,43,9.17075
"2019-05-11-03",48,50.28125,42.9165,9.094
"2019-05-11-04",48,50.28325,42.0835,8.88575
"2019-05-11-05",46.6565,50,42,8.82675
"2019-05-11-06",48,50,42,8.81675
"2019-05-11-07",46.6565,50,42,8.75575
"2019-05-11-08",48,50,41.91675,8.711
"2019-05-11-09",48,50,41.18325,8.5485
"2019-05-11-10",47.32825,50,41.15,8.54325
"2019-05-11-11",47.094,49.297,41,8.5115
"2019-05-11-12",47,49.297,41,8.51
"2019-05-11-13",46.34375,50,41,8.51575
"2019-05-11-14",45.6095,50,41,8.5275
"2019-05-11-15",47.63325,50,41,8.58075
"2019-05-11-16",48,50,41,8.54325
