"Time","CO2_Interieur_Sud.mean","CO2_Interieur_Nord.mean","CO2_E4000.mean","COV_E4000.mean  x100"
"2023-04-22-06",304.8535,276.58675,364.0535,6
"2023-04-22-07",306.77325,273.68,361.12,5.8335
"2023-04-22-08",303.69325,271.6,356.8,6
"2023-04-22-09",300.7065,269.28,352.77325,5.8335
"2023-04-22-10",300.34675,266.9335,358.74675,6
"2023-04-22-11",301,267.44,349.65325,6
"2023-04-22-12",295.52025,267.2,352.77325,6
"2023-04-22-13",296.26675,263.2935,343.74675,6
"2023-04-22-14",292.09325,263.6,347.97325,6
"2023-04-22-15",294.03975,264.18675,343.147,6
"2023-04-22-16",290.70675,260.83975,348.32,6
"2023-04-22-17",291.267,260.0135,341.62675,5.83325
"2023-04-22-18",291.68025,262.18675,349.3335,5.5
"2023-04-22-19",294.013,263.6,350.32025,6
"2023-04-22-20",296.0265,262.61325,344.8,6
"2023-04-22-21",301.18675,266.0935,355.2,6.75
"2023-04-22-22",302.25325,268.6,356.64,7
"2023-04-22-23",306.1065,271.0265,355.94675,7
"2023-04-23-00",305.77325,270.44,359.8935,7
"2023-04-23-01",303.84,269.34675,354.42675,6.75
"2023-04-23-02",302.8535,264.9465,356.16,6
"2023-04-23-03",298.7735,264.74675,349.17325,6.33325
"2023-04-23-04",300.693,266.51975,353.12,6.50025
"2023-04-23-05",299.84,267.1865,350.52025,6.66675
"2023-04-23-06",299.69325,266.41325,355.28025,6.91675
"2023-04-23-07",297.53325,266.12025,355.3335,7
"2023-04-23-08",296.5065,267.8535,349.8,6.91675
"2023-04-23-09",293.78675,263.35975,351.1465,6.24975
"2023-04-23-10",288.2665,259.28,348.58675,6
"2023-04-23-11",286.6265,257.27975,346.90675,6
"2023-04-23-12",283.84,255.18675,337.05325,6
"2023-04-23-13",282.52,251.13325,330.72025,6
"2023-04-23-14",277.28025,250.2,329.64,6
"2023-04-23-15",279.70675,247.68,330.13325,6
"2023-04-23-16",278.88,246.42675,331.62675,5.58325
"2023-04-23-17",281.53325,247.35975,331.67975,5.5
"2023-04-23-18",280.36,246.6,335.1065,5.16675
"2023-04-23-19",289.45325,251.12,338.6535,6
"2023-04-23-20",287.6,255.6,336.52,6
"2023-04-23-21",290.9465,257.77325,347.28,6.1665
"2023-04-23-22",293.85325,259.70675,344.31975,6.5835
"2023-04-23-23",295.2,259.12,344.46675,6.83325
"2023-04-24-00",297.52,261.28,349.84025,6.91675
"2023-04-24-01",293.26675,263.37325,344.45325,7
"2023-04-24-02",291.68025,260.44,342.8,7.41675
"2023-04-24-03",291.02675,260.08,349.4135,8
"2023-04-24-04",288.9335,258.52,342.347,8
"2023-04-24-05",291.12,256.6135,338.6665,8
"2023-04-24-06",NA,NA,NA,NA
"2023-04-24-07",NA,NA,NA,NA
"2023-04-24-08",NA,NA,NA,NA
"2023-04-24-09",NA,NA,NA,NA
"2023-04-24-10",NA,NA,NA,NA
"2023-04-24-11",NA,NA,NA,NA
"2023-04-24-12",456.675666666667,429.191333333333,521.564333333333,2.55566666666667
"2023-04-24-13",382.94675,360.62675,452.05325,1.5
"2023-04-24-14",338.68025,312.39975,393.02675,0.41675
"2023-04-24-15",356.45325,325.08025,429.25325,1.83325
"2023-04-24-16",383.2665,365.90675,435.52,2.33325
"2023-04-24-17",287.2,263.43975,347.2,2.33325
"2023-04-24-18",303.33325,269.02675,355.09325,4.91675
"2023-04-24-19",310.6,278.04,359.413,5.66675
"2023-04-24-20",311.01325,280.85325,362.87975,6.66675
"2023-04-24-21",318.2135,281.85325,372.39975,7
"2023-04-24-22",316.77325,282.7465,371.97325,7.16675
"2023-04-24-23",318.0935,287.96,377.12,7.83325
"2023-04-25-00",321.2,285.93325,382.26675,8
"2023-04-25-01",321.3735,286.68,367.06675,8
"2023-04-25-02",321.18675,288.28,371.5465,8
"2023-04-25-03",320.83975,286.01325,374.72025,8
"2023-04-25-04",315.86675,284.76025,370.6935,8
"2023-04-25-05",316.9465,284.19975,370.56025,8
"2023-04-25-06",312.36,281.10675,369.57325,8
"2023-04-25-07",312.7865,281.42675,366.26675,8
"2023-04-25-08",379.28,346.62,427.76025,8.625
"2023-04-25-09",464.66675,441.1735,524.16,8.83325
"2023-04-25-10",508.0265,476.3735,555.33325,8.58325
"2023-04-25-11",588.77325,571.09325,640.0535,9
"2023-04-25-12",597.04,580.13325,666.08,9.08325
"2023-04-25-13",600.5865,527.03975,631.5465,9.83325
"2023-04-25-14",602.8,558.05325,652.48,9.1665
"2023-04-25-15",675.2265,651.6,738.08,9.83325
"2023-04-25-16",517.97325,488.68,578.18675,6.4165
"2023-04-25-17",362.05325,340.613,421.8935,5.5835
"2023-04-25-18",366.16025,337.70675,429.1735,6.66675
"2023-04-25-19",360.58675,336.49325,420.98675,7
"2023-04-25-20",357.2,330.8135,419.36,7.83325
"2023-04-25-21",354.6135,326.76,408.88,8
"2023-04-25-22",349.46675,322.7065,404.74675,8
"2023-04-25-23",345.59975,319.27975,402.93325,8
"2023-04-26-00",343.9735,318.61325,402.26675,8
"2023-04-26-01",340.3735,313.52,396.72025,8
"2023-04-26-02",336.1865,308.58675,388.8265,7.41675
"2023-04-26-03",332.42675,305.12,388.21325,7
"2023-04-26-04",329.8,299.20025,389.0665,7
"2023-04-26-05",327.73325,294.1065,379.92,7
"2023-04-26-06",323.10675,293.9465,371.59975,7
"2023-04-26-07",318.42675,289.4535,375.09325,6.75
"2023-04-26-08",450.329,433.209,452.0535,8.33325
"2023-04-26-09",459.271,463.538,581.013333333333,6.25
"2023-04-26-10",519.01325,531.68,665.3065,6.75025
"2023-04-26-11",717.28,727.9465,801.17325,8
"2023-04-26-12",752.96,707.68,822.71975,8.83325
"2023-04-26-13",605.57325,586.30675,642.347,5.91675
"2023-04-26-14",406.22675,333.66675,469.7335,4.75025
"2023-04-26-15",314.3865,296.1865,383.7865,4.24975
"2023-04-26-16",379.56,375.267,475.57325,5.25
"2023-04-26-17",300.6135,280.6,370.97325,2.66675
"2023-04-26-18",323.58675,309.61325,406.58675,7
"2023-04-26-19",346.42675,319.86675,410.02675,8.75
"2023-04-26-20",349.81325,326.02675,409.28,9.66675
"2023-04-26-21",354.5065,325.52,405.8135,10
"2023-04-26-22",354.8265,328.8935,408.53325,10.58325
"2023-04-26-23",355.70675,328.1465,414.3735,10.91675
"2023-04-27-00",353.41325,329.9865,409.22675,11
"2023-04-27-01",352.58675,327.747,413.76,11
"2023-04-27-02",354.0265,324.28,406.3735,11
"2023-04-27-03",353.9735,326.33325,401.2,11
"2023-04-27-04",346.53325,322.7735,400.45325,11.08325
"2023-04-27-05",347.2,318.77325,403.5735,11
"2023-04-27-06",346.6665,318.09325,398.56,11
"2023-04-27-07",342.667,319,390.24,11
"2023-04-27-08",438.21325,413.78675,503.04,11.66675
"2023-04-27-09",459.60025,424.84,499.5465,10.33325
"2023-04-27-10",440.21325,412.4535,511.54675,10.08325
"2023-04-27-11",588.34675,529.57325,615.22675,11.66675
"2023-04-27-12",557.59975,470.6135,582.6935,11.4165
"2023-04-27-13",388.76,347.4935,412.42675,7.91675
"2023-04-27-14",391.73325,354.24,449.6265,7.75
"2023-04-27-15",497.84,471.12,565.2,9.5835
"2023-04-27-16",678.6665,636.05325,705.84,10.41675
"2023-04-27-17",693.92025,665.36,883.78675,12.25
"2023-04-27-18",736.26675,703.94675,822.88,13
"2023-04-27-19",708.48025,659.68,769.33325,13.08325
"2023-04-27-20",676.48,629.11975,739.62675,13.58325
"2023-04-27-21",644.82675,605.04,707.68025,14
"2023-04-27-22",607.99975,558.0265,670.56025,14
"2023-04-27-23",572.31975,522.13325,638.3735,14
"2023-04-28-00",543.1735,496.45325,610.53325,14
"2023-04-28-01",514.29325,476.6665,587.46675,14
"2023-04-28-02",494.82675,455.38675,574.0265,14
"2023-04-28-03",477.44025,443.1735,550.39975,14
"2023-04-28-04",462.74675,427.89325,527.1465,14
"2023-04-28-05",451.86675,418.45325,519.2,14
"2023-04-28-06",437.51975,411.12,504.56,14
"2023-04-28-07",428.45325,401.36025,496.5065,14
"2023-04-28-08",437.3065,414.7465,508.64,14.25
"2023-04-28-09",494.85325,473.947,569.30675,15
"2023-04-28-10",492.69325,468.88,564.6665,14.8335
"2023-04-28-11",512.2135,487.20025,596.08,14.83325
"2023-04-28-12",493.3065,462.29325,556.96,14.16675
"2023-04-28-13",454.0265,426.50675,516.77325,14
"2023-04-28-14",434.79975,405.84,504.21325,14
"2023-04-28-15",420.9865,393.25325,476.66675,14
"2023-04-28-16",407.92,375.97325,471.11975,14.08325
"2023-04-28-17",395.28025,370.00025,458.4,14.75
"2023-04-28-18",387.04,352.82675,440.90675,14.91675
"2023-04-28-19",376.74675,342.05325,439.52,14.91675
"2023-04-28-20",375.25325,339.8665,441.57325,15.75
"2023-04-28-21",373.44,335.33325,437.67975,15.41675
"2023-04-28-22",371.2,337.83975,426.56,15.66675
"2023-04-28-23",371.52,335.5865,437.81325,16
"2023-04-29-00",370.7735,340.10675,431.14675,16.25
"2023-04-29-01",374.66675,340.72025,434.8265,16.58325
"2023-04-29-02",370.5865,340.08,434.50675,16
"2023-04-29-03",370.0535,335.28025,426.32,16
"2023-04-29-04",367.2535,336.1865,430.72,16
"2023-04-29-05",363.12,331,424.13325,16
"2023-04-29-06",355.6,324.81325,417.06675,16
"2023-04-29-07",351.65325,322.61325,415.84,16
"2023-04-29-08",348.96,317.09325,407.14675,16
"2023-04-29-09",346.48,318.01325,411.41325,16
"2023-04-29-10",342.63975,314.34675,408.5065,16
"2023-04-29-11",342.47975,310.78675,402.1335,16
"2023-04-29-12",339.68,307.36,391.91975,16
"2023-04-29-13",338.4,304.1865,399.4935,16
"2023-04-29-14",339.94675,304.947,399.68,16
"2023-04-29-15",339.2,304.45325,393.49325,16
"2023-04-29-16",338.48,302.68,392.7465,16.08325
"2023-04-29-17",339.14675,303.28,393.8665,16.5835
"2023-04-29-18",336.1065,305.72,395.12,16.50025
"2023-04-29-19",336.96,304.5335,395.92,16.333
"2023-04-29-20",333.62675,302.36,392.96,17
"2023-04-29-21",337.4135,301.44,389.4935,17
"2023-04-29-22",340.4,304.12025,397.3065,17
"2023-04-29-23",340.16,305.09325,403.25325,17
"2023-04-30-00",338.24,306.2935,396.69325,17
"2023-04-30-01",341.2265,307.28,391.76025,17
"2023-04-30-02",337.62675,309.28,396.56,17
"2023-04-30-03",340.1865,308.12,396.29325,17
"2023-04-30-04",340,306.10675,398.47975,17
"2023-04-30-05",340.63975,308.36,405.49325,16.50025
"2023-04-30-06",340.2665,305.77325,401.0935,16.08325
"2023-04-30-07",335.77325,303.2665,390.08025,16
"2023-04-30-08",330.5335,296.52,389.38675,16
"2023-04-30-09",322.12025,288.12,381.12,16
"2023-04-30-10",316.76,281.84,373.68,15.91675
"2023-04-30-11",311.7865,278.69325,368.5065,15.91675
"2023-04-30-12",311.18675,273.60025,365.01325,15.41675
"2023-04-30-13",309.6,274.36,362.24,15
"2023-04-30-14",304.12,273.1735,365.52,15
"2023-04-30-15",300.4265,269.36025,363.30675,15
"2023-04-30-16",301.1735,270.2,364.08,15
"2023-04-30-17",302.6935,264.2665,355.70675,15
"2023-04-30-18",303.5065,267.267,359.4135,15
"2023-04-30-19",300.12,263.4535,353.49325,15
"2023-04-30-20",301.0135,265.0135,352.53325,15
"2023-04-30-21",301.10675,266.7065,359.2,15
"2023-04-30-22",300.03975,265.45325,357.54675,15
"2023-04-30-23",305.4535,266.28,352.72025,15
"2023-05-01-00",301.28,267.773,355.81325,15
"2023-05-01-01",302.3865,268.99975,357.67975,15
"2023-05-01-02",304.587,273.2665,363.81325,15
"2023-05-01-03",305.68025,271.45325,357.76,15
"2023-05-01-04",307.02675,272.58675,359.19975,15
"2023-05-01-05",303.36025,269.34675,359.81325,15
"2023-05-01-06",302.5065,275.7465,358.98675,15
"2023-05-01-07",307.34675,273.4935,365.67975,15
"2023-05-01-08",308.04,273.6935,358.50675,15
"2023-05-01-09",303.85325,270.02675,357.14675,15.08325
"2023-05-01-10",303.44,268.5335,357.09325,15.5835
"2023-05-01-11",302.107,269.44,358.50675,15.41675
"2023-05-01-12",302.58675,266.7735,355.94675,15.4165
"2023-05-01-13",302.37325,264.36,355.65325,15.5
"2023-05-01-14",299.29325,261.94675,351.46675,15.91675
"2023-05-01-15",296.29325,264.3735,352.13325,15.91675
"2023-05-01-16",296.70675,261.7735,346.01325,16
"2023-05-01-17",293.3465,260.52,345.72025,15.8335
"2023-05-01-18",292.0935,258.43975,346.13325,16
"2023-05-01-19",290.28,259.45325,347.04,16
"2023-05-01-20",291.44,257.44025,339.17325,16
"2023-05-01-21",290.51975,258.04,342.0935,16
"2023-05-01-22",291.68,256.76025,343.04,16
"2023-05-01-23",290.77325,257.18675,344.4,16
"2023-05-02-00",290.0265,257.78675,344.32,16
"2023-05-02-01",289.36,255.18675,340.8535,16
"2023-05-02-02",286.43975,257.29325,342.733,15
"2023-05-02-03",287.2665,255.52,341.62675,15
"2023-05-02-04",284.36,255.0135,339.8,15
"2023-05-02-05",286.19975,254.17325,338.9735,15
"2023-05-02-06",283.6,256.44,342.25325,15
"2023-05-02-07",288.10675,254.6,342.87975,15
"2023-05-02-08",350.33325,322.54675,421.92,15.41675
"2023-05-02-09",565.4135,526.02675,658.24,16.25
"2023-05-02-10",899.4135,866.489,915.84,17.9165
"2023-05-02-11",NA,NA,NA,18.66675
"2023-05-02-12",739.52,573.867,706.347,16.41675
"2023-05-02-13",493.01325,408.80025,476.82675,11
"2023-05-02-14",523.68,418.8,517.2,12.1665
"2023-05-02-15",656.61325,572.48,680.58675,14.5
"2023-05-02-16",616.29325,579.30675,632.90675,12.6665
"2023-05-02-17",446.1865,413.78675,514.9865,10.25025
"2023-05-02-18",430.16,400.71975,491.38675,11.41675
"2023-05-02-19",431.7865,403.6265,499.3865,13.25
"2023-05-02-20",427.44,396.8265,494.0265,14
"2023-05-02-21",419.4135,390.1865,480.32,15
"2023-05-02-22",414.48,382.9865,471.84,15.08325
"2023-05-02-23",402.24,373.7865,472.29325,15
"2023-05-03-00",394.9335,368.93325,455.73325,15
"2023-05-03-01",388.96,360.5865,450.6935,15
"2023-05-03-02",380.77325,351.89325,441.97325,15
"2023-05-03-03",374.53325,346.82675,431.44,15
"2023-05-03-04",368.7735,337.84025,432.32025,14.5
"2023-05-03-05",360.9335,334.69325,420.64,14
"2023-05-03-06",356.9335,327.6135,415.8135,14
"2023-05-03-07",351.013,323.187,415.22675,14
"2023-05-03-08",394.72,388.38675,479.8935,14.33325
"2023-05-03-09",526.53325,497.8665,591.4135,14.5835
"2023-05-03-10",480.6935,447.62675,530.74675,14
"2023-05-03-11",419.6265,392.24,482.39975,12.83325
"2023-05-03-12",353.68,324.24,407.22675,11.75
"2023-05-03-13",331.64025,292.13325,372.87975,9.99975
"2023-05-03-14",307.1065,269.44,349.14675,9
"2023-05-03-15",290.0935,260.0265,338,8.0835
"2023-05-03-16",287.7735,255.93325,350.7335,7.91675
"2023-05-03-17",315.93325,285.26675,376.55975,11.5
"2023-05-03-18",329.80025,294.16,383.5735,12.83325
"2023-05-03-19",332.96,301.52,394.4,13.25
"2023-05-03-20",338,307.78675,400.66675,14.75
"2023-05-03-21",344.32,318.0265,408.8,15
"2023-05-03-22",351.78675,324.5865,412.50675,15.16675
"2023-05-03-23",356.34675,324.49325,421.35975,15.75
"2023-05-04-00",359.25325,327.73325,422.2135,16
"2023-05-04-01",364.5065,331.58675,427.14675,16
"2023-05-04-02",361.68,334.8,431.86675,16
"2023-05-04-03",362.9865,331.2535,421.3065,15.75
"2023-05-04-04",359.12,332.81325,417.3065,15.16675
"2023-05-04-05",356.1865,329.09325,422.2665,15
"2023-05-04-06",354.56,327.1735,423.49325,15
"2023-05-04-07",351.6265,324.77325,413.41325,15
"2023-05-04-08",415.62675,381.26675,483.51975,15
"2023-05-04-09",487.81325,447.06675,547.973,14.75
"2023-05-04-10",431.0665,408.45325,503.92,13.58325
"2023-05-04-11",591.9465,521.17325,633.84,15
"2023-05-04-12",604.58675,541.12,636.64,15.0835
"2023-05-04-13",438.32,412.36,454.18675,9.58325
"2023-05-04-14",309.9865,271.75975,349.90675,4.6665
"2023-05-04-15",292.7865,256.83975,338.18675,3.25025
"2023-05-04-16",291.10675,261.0935,339.68,3.5
"2023-05-04-17",291.3735,258.46675,357.70675,8
"2023-05-04-18",307.36,270.96,372.69325,10.25
"2023-05-04-19",317.3335,290.8535,382,11.25
"2023-05-04-20",327.18675,297.7735,391.52,12.5
"2023-05-04-21",334.44,310.35975,406.88,13.5
"2023-05-04-22",346.2665,320.88,412.05325,14
"2023-05-04-23",350.29325,327.987,417.06675,14
"2023-05-05-00",354.66675,330.94675,422.26675,14.66675
"2023-05-05-01",360.93325,337.2,430.82675,15
"2023-05-05-02",361.97325,335.36,431.04,15
"2023-05-05-03",362.61325,329.92025,429.33325,15.41675
"2023-05-05-04",360.32025,333.9735,422.58675,15.33325
"2023-05-05-05",361.04,334.05325,426.85325,15.91675
"2023-05-05-06",364.48,333.12,424.58675,15.91675
"2023-05-05-07",355.25325,326.88,423.6265,15.66675
"2023-05-05-08",355.36,360.0665,442.8535,14.91675
"2023-05-05-09",395.43975,387.38675,475.52,14.75
"2023-05-05-10",411.04,398.8265,488.88,15.08325
"2023-05-05-11",423.12,420.05325,503.14675,14.08325
"2023-05-05-12",364.02675,338.65325,443.0665,12.66675
"2023-05-05-13",360.16,333.02675,423.22675,13.33325
"2023-05-05-14",359.38675,319.56,415.49325,13.41675
"2023-05-05-15",360.96,314.88,410.88,13
"2023-05-05-16",360.96,314.88,410.88,13
"2023-05-05-17",360.96,314.88,410.88,13
"2023-05-05-18",360.96,314.88,410.88,13
"2023-05-05-19",360.96,314.88,410.88,13
"2023-05-05-20",360.96,314.88,410.88,13
"2023-05-05-21",360.96,314.88,410.88,13
"2023-05-05-22",360.96,314.88,410.88,13
"2023-05-05-23",360.96,314.88,410.88,13
"2023-05-06-00",360.96,314.88,410.88,13
"2023-05-06-01",360.96,314.88,410.88,13
"2023-05-06-02",360.96,314.88,410.88,13
"2023-05-06-03",360.96,314.88,410.88,13
"2023-05-06-04",360.96,314.88,410.88,13
"2023-05-06-05",360.96,314.88,410.88,13
"2023-05-06-06",360.96,314.88,410.88,13
"2023-05-06-07",360.96,314.88,410.88,13
"2023-05-06-08",360.96,314.88,410.88,13
"2023-05-06-09",360.96,314.88,410.88,13
"2023-05-06-10",360.96,314.88,410.88,13
"2023-05-06-11",360.96,314.88,410.88,13
"2023-05-06-12",360.96,314.88,410.88,13
"2023-05-06-13",360.96,314.88,410.88,13
"2023-05-06-14",360.96,314.88,410.88,13
"2023-05-06-15",360.96,314.88,410.88,13
"2023-05-06-16",360.96,314.88,410.88,13
"2023-05-06-17",360.96,314.88,410.88,13
"2023-05-06-18",360.96,314.88,410.88,13
"2023-05-06-19",360.96,314.88,410.88,13
"2023-05-06-20",360.96,314.88,410.88,13
"2023-05-06-21",360.96,314.88,410.88,13
"2023-05-06-22",360.96,314.88,410.88,13
"2023-05-06-23",360.96,314.88,410.88,13
"2023-05-07-00",360.96,314.88,410.88,13
"2023-05-07-01",360.96,314.88,410.88,13
"2023-05-07-02",360.96,314.88,410.88,13
"2023-05-07-03",360.96,314.88,410.88,13
"2023-05-07-04",360.96,314.88,410.88,13
"2023-05-07-05",360.96,314.88,410.88,13
"2023-05-07-06",360.96,314.88,410.88,13
"2023-05-07-07",360.96,314.88,410.88,13
"2023-05-07-08",360.96,314.88,410.88,13
"2023-05-07-09",360.96,314.88,410.88,13
"2023-05-07-10",360.96,314.88,410.88,13
"2023-05-07-11",360.96,314.88,410.88,13
"2023-05-07-12",360.96,314.88,410.88,13
"2023-05-07-13",360.96,314.88,410.88,13
"2023-05-07-14",360.96,314.88,410.88,13
"2023-05-07-15",360.96,314.88,410.88,13
"2023-05-07-16",360.96,314.88,410.88,13
"2023-05-07-17",360.96,314.88,410.88,13
"2023-05-07-18",360.96,314.88,410.88,13
"2023-05-07-19",360.96,314.88,410.88,13
"2023-05-07-20",360.96,314.88,410.88,13
"2023-05-07-21",360.96,314.88,410.88,13
"2023-05-07-22",360.96,314.88,410.88,13
"2023-05-07-23",360.96,314.88,410.88,13
"2023-05-08-00",360.96,314.88,410.88,13
"2023-05-08-01",360.96,314.88,410.88,13
"2023-05-08-02",360.96,314.88,410.88,13
"2023-05-08-03",360.96,314.88,410.88,13
"2023-05-08-04",360.96,314.88,410.88,13
"2023-05-08-05",360.96,314.88,410.88,13
"2023-05-08-06",360.96,314.88,410.88,13
"2023-05-08-07",360.96,314.88,410.88,13
"2023-05-08-08",360.96,314.88,410.88,13
"2023-05-08-09",360.96,314.88,410.88,13
"2023-05-08-10",360.96,314.88,410.88,13
"2023-05-08-11",360.96,314.88,410.88,13
"2023-05-08-12",360.96,314.88,410.88,13
"2023-05-08-13",360.96,314.88,410.88,13
"2023-05-08-14",360.96,314.88,410.88,13
"2023-05-08-15",360.96,314.88,410.88,13
"2023-05-08-16",360.96,314.88,410.88,13
"2023-05-08-17",360.96,314.88,410.88,13
"2023-05-08-18",360.96,314.88,410.88,13
"2023-05-08-19",360.96,314.88,410.88,13
"2023-05-08-20",360.96,314.88,410.88,13
"2023-05-08-21",360.96,314.88,410.88,13
"2023-05-08-22",360.96,314.88,410.88,13
"2023-05-08-23",360.96,314.88,410.88,13
"2023-05-09-00",360.96,314.88,410.88,13
"2023-05-09-01",360.96,314.88,410.88,13
"2023-05-09-02",360.96,314.88,410.88,13
"2023-05-09-03",360.96,314.88,410.88,13
"2023-05-09-04",360.96,314.88,410.88,13
"2023-05-09-05",360.96,314.88,410.88,13
"2023-05-09-06",360.96,314.88,410.88,13
"2023-05-09-07",360.96,314.88,410.88,13
"2023-05-09-08",360.96,314.88,410.88,13
"2023-05-09-09",360.96,314.88,410.88,13
"2023-05-09-10",360.96,314.88,410.88,13
"2023-05-09-11",360.96,314.88,410.88,13
"2023-05-09-12",360.96,314.88,410.88,13
"2023-05-09-13",360.96,314.88,410.88,13
"2023-05-09-14",360.96,314.88,410.88,13
"2023-05-09-15",360.96,314.88,410.88,13
"2023-05-09-16",360.96,314.88,410.88,13
"2023-05-09-17",360.96,314.88,410.88,13
"2023-05-09-18",360.96,314.88,410.88,13
"2023-05-09-19",360.96,314.88,410.88,13
"2023-05-09-20",360.96,314.88,410.88,13
"2023-05-09-21",360.96,314.88,410.88,13
"2023-05-09-22",360.96,314.88,410.88,13
"2023-05-09-23",360.96,314.88,410.88,13
"2023-05-10-00",360.96,314.88,410.88,13
"2023-05-10-01",360.96,314.88,410.88,13
"2023-05-10-02",360.96,314.88,410.88,13
"2023-05-10-03",360.96,314.88,410.88,13
"2023-05-10-04",360.96,314.88,410.88,13
"2023-05-10-05",360.96,314.88,410.88,13
"2023-05-10-06",360.96,314.88,410.88,13
"2023-05-10-07",360.96,314.88,410.88,13
"2023-05-10-08",360.96,314.88,410.88,13
"2023-05-10-09",360.96,314.88,410.88,13
"2023-05-10-10",360.96,314.88,410.88,13
"2023-05-10-11",360.96,314.88,410.88,13
"2023-05-10-12",360.96,314.88,410.88,13
"2023-05-10-13",360.96,314.88,410.88,13
"2023-05-10-14",360.96,314.88,410.88,13
"2023-05-10-15",360.96,314.88,410.88,13
"2023-05-10-16",360.96,314.88,410.88,13
"2023-05-10-17",360.96,314.88,410.88,13
"2023-05-10-18",360.96,314.88,410.88,13
"2023-05-10-19",360.96,314.88,410.88,13
"2023-05-10-20",360.96,314.88,410.88,13
"2023-05-10-21",360.96,314.88,410.88,13
"2023-05-10-22",360.96,314.88,410.88,13
"2023-05-10-23",360.96,314.88,410.88,13
"2023-05-11-00",360.96,314.88,410.88,13
"2023-05-11-01",360.96,314.88,410.88,13
"2023-05-11-02",360.96,314.88,410.88,13
"2023-05-11-03",360.96,314.88,410.88,13
"2023-05-11-04",360.96,314.88,410.88,13
"2023-05-11-05",360.96,314.88,410.88,13
"2023-05-11-06",360.96,314.88,410.88,13
"2023-05-11-07",360.96,314.88,410.88,13
"2023-05-11-08",360.96,314.88,410.88,13
"2023-05-11-09",360.96,314.88,410.88,13
"2023-05-11-10",360.96,314.88,410.88,13
"2023-05-11-11",360.96,314.88,410.88,13
"2023-05-11-12",360.96,314.88,410.88,13
"2023-05-11-13",360.96,314.88,410.88,13
"2023-05-11-14",360.96,314.88,410.88,13
"2023-05-11-15",360.96,314.88,410.88,13
"2023-05-11-16",360.96,314.88,410.88,13
"2023-05-11-17",360.96,314.88,410.88,13
"2023-05-11-18",360.96,314.88,410.88,13
"2023-05-11-19",360.96,314.88,410.88,13
"2023-05-11-20",360.96,314.88,410.88,13
"2023-05-11-21",360.96,314.88,410.88,13
"2023-05-11-22",360.96,314.88,410.88,13
"2023-05-11-23",360.96,314.88,410.88,13
"2023-05-12-00",360.96,314.88,410.88,13
"2023-05-12-01",360.96,314.88,410.88,13
"2023-05-12-02",360.96,314.88,410.88,13
"2023-05-12-03",360.96,314.88,410.88,13
"2023-05-12-04",360.96,314.88,410.88,13
"2023-05-12-05",360.96,314.88,410.88,13
"2023-05-12-06",360.96,314.88,410.88,13
"2023-05-12-07",360.96,314.88,410.88,13
"2023-05-12-08",360.96,314.88,410.88,13
"2023-05-12-09",360.96,314.88,410.88,13
"2023-05-12-10",360.96,314.88,410.88,13
"2023-05-12-11",360.96,314.88,410.88,13
"2023-05-12-12",360.96,314.88,410.88,13
"2023-05-12-13",360.96,314.88,410.88,13
"2023-05-12-14",360.96,314.88,410.88,13
"2023-05-12-15",360.96,314.88,410.88,13
"2023-05-12-16",360.96,314.88,410.88,13
"2023-05-12-17",360.96,314.88,410.88,13
"2023-05-12-18",360.96,314.88,410.88,13
"2023-05-12-19",360.96,314.88,410.88,13
"2023-05-12-20",360.96,314.88,410.88,13
"2023-05-12-21",360.96,314.88,410.88,13
"2023-05-12-22",360.96,314.88,410.88,13
"2023-05-12-23",360.96,314.88,410.88,13
"2023-05-13-00",360.96,314.88,410.88,13
"2023-05-13-01",360.96,314.88,410.88,13
"2023-05-13-02",360.96,314.88,410.88,13
"2023-05-13-03",360.96,314.88,410.88,13
"2023-05-13-04",360.96,314.88,410.88,13
"2023-05-13-05",360.96,314.88,410.88,13
"2023-05-13-06",360.96,314.88,410.88,13
"2023-05-13-07",360.96,314.88,410.88,13
"2023-05-13-08",360.96,314.88,410.88,13
"2023-05-13-09",360.96,314.88,410.88,13
"2023-05-13-10",360.96,314.88,410.88,13
"2023-05-13-11",360.96,314.88,410.88,13
"2023-05-13-12",360.96,314.88,410.88,13
"2023-05-13-13",360.96,314.88,410.88,13
"2023-05-13-14",360.96,314.88,410.88,13
"2023-05-13-15",360.96,314.88,410.88,13
"2023-05-13-16",360.96,314.88,410.88,13
"2023-05-13-17",360.96,314.88,410.88,13
"2023-05-13-18",360.96,314.88,410.88,13
"2023-05-13-19",360.96,314.88,410.88,13
"2023-05-13-20",360.96,314.88,410.88,13
"2023-05-13-21",360.96,314.88,410.88,13
"2023-05-13-22",360.96,314.88,410.88,13
"2023-05-13-23",360.96,314.88,410.88,13
"2023-05-14-00",360.96,314.88,410.88,13
"2023-05-14-01",360.96,314.88,410.88,13
"2023-05-14-02",360.96,314.88,410.88,13
"2023-05-14-03",360.96,314.88,410.88,13
"2023-05-14-04",360.96,314.88,410.88,13
"2023-05-14-05",360.96,314.88,410.88,13
"2023-05-14-06",360.96,314.88,410.88,13
"2023-05-14-07",360.96,314.88,410.88,13
"2023-05-14-08",360.96,314.88,410.88,13
"2023-05-14-09",360.96,314.88,410.88,13
"2023-05-14-10",360.96,314.88,410.88,13
"2023-05-14-11",360.96,314.88,410.88,13
"2023-05-14-12",360.96,314.88,410.88,13
"2023-05-14-13",360.96,314.88,410.88,13
