"Time","CO2_Interieur_Sud.mean","CO2_Interieur_Nord.mean","CO2_E4000.mean","COV_E4000.mean  x100"
"2023-05-14-14",360.96,314.88,410.88,13
"2023-05-14-15",360.96,314.88,410.88,13
"2023-05-14-16",360.96,314.88,410.88,13
"2023-05-14-17",360.96,314.88,410.88,13
"2023-05-14-18",360.96,314.88,410.88,13
"2023-05-14-19",360.96,314.88,410.88,13
"2023-05-14-20",360.96,314.88,410.88,13
"2023-05-14-21",360.96,314.88,410.88,13
"2023-05-14-22",360.96,314.88,410.88,13
"2023-05-14-23",360.96,314.88,410.88,13
"2023-05-15-00",360.96,314.88,410.88,13
"2023-05-15-01",360.96,314.88,410.88,13
"2023-05-15-02",360.96,314.88,410.88,13
"2023-05-15-03",360.96,314.88,410.88,13
"2023-05-15-04",360.96,314.88,410.88,13
"2023-05-15-05",360.96,314.88,410.88,13
"2023-05-15-06",360.96,314.88,410.88,13
"2023-05-15-07",360.96,314.88,410.88,13
"2023-05-15-08",360.96,314.88,410.88,13
"2023-05-15-09",360.96,314.88,410.88,13
"2023-05-15-10",360.96,314.88,410.88,13
"2023-05-15-11",360.96,314.88,410.88,13
"2023-05-15-12",360.96,314.88,410.88,13
"2023-05-15-13",360.96,314.88,410.88,13
"2023-05-15-14",360.96,314.88,410.88,13
"2023-05-15-15",360.96,314.88,410.88,13
"2023-05-15-16",360.96,314.88,410.88,13
"2023-05-15-17",360.96,314.88,410.88,13
"2023-05-15-18",360.96,314.88,410.88,13
"2023-05-15-19",360.96,314.88,410.88,13
"2023-05-15-20",360.96,314.88,410.88,13
"2023-05-15-21",360.96,314.88,410.88,13
"2023-05-15-22",360.96,314.88,410.88,13
"2023-05-15-23",360.96,314.88,410.88,13
"2023-05-16-00",360.96,314.88,410.88,13
"2023-05-16-01",360.96,314.88,410.88,13
"2023-05-16-02",360.96,314.88,410.88,13
"2023-05-16-03",360.96,314.88,410.88,13
"2023-05-16-04",360.96,314.88,410.88,13
"2023-05-16-05",360.96,314.88,410.88,13
"2023-05-16-06",360.96,314.88,410.88,13
"2023-05-16-07",360.96,314.88,410.88,13
"2023-05-16-08",360.96,314.88,410.88,13
"2023-05-16-09",360.96,314.88,410.88,13
"2023-05-16-10",360.96,314.88,410.88,13
"2023-05-16-11",360.96,314.88,410.88,13
"2023-05-16-12",360.96,314.88,410.88,13
"2023-05-16-13",360.96,314.88,410.88,13
"2023-05-16-14",360.96,314.88,410.88,13
"2023-05-16-15",360.96,314.88,410.88,13
"2023-05-16-16",360.96,314.88,410.88,13
"2023-05-16-17",360.96,314.88,410.88,13
"2023-05-16-18",360.96,314.88,410.88,13
"2023-05-16-19",360.96,314.88,410.88,13
"2023-05-16-20",360.96,314.88,410.88,13
"2023-05-16-21",360.96,314.88,410.88,13
"2023-05-16-22",360.96,314.88,410.88,13
"2023-05-16-23",360.96,314.88,410.88,13
"2023-05-17-00",360.96,314.88,410.88,13
"2023-05-17-01",360.96,314.88,410.88,13
"2023-05-17-02",360.96,314.88,410.88,13
"2023-05-17-03",360.96,314.88,410.88,13
"2023-05-17-04",360.96,314.88,410.88,13
"2023-05-17-05",360.96,314.88,410.88,13
"2023-05-17-06",360.96,314.88,410.88,13
"2023-05-17-07",360.96,314.88,410.88,13
"2023-05-17-08",360.96,314.88,410.88,13
"2023-05-17-09",360.96,314.88,410.88,13
"2023-05-17-10",360.96,314.88,410.88,13
"2023-05-17-11",360.96,314.88,410.88,13
"2023-05-17-12",360.96,314.88,410.88,13
"2023-05-17-13",360.96,314.88,410.88,13
"2023-05-17-14",360.96,314.88,410.88,13
"2023-05-17-15",360.96,314.88,410.88,13
"2023-05-17-16",360.96,314.88,410.88,13
"2023-05-17-17",360.96,314.88,410.88,13
"2023-05-17-18",360.96,314.88,410.88,13
"2023-05-17-19",360.96,314.88,410.88,13
"2023-05-17-20",360.96,314.88,410.88,13
"2023-05-17-21",360.96,314.88,410.88,13
"2023-05-17-22",360.96,314.88,410.88,13
"2023-05-17-23",360.96,314.88,410.88,13
"2023-05-18-00",360.96,314.88,410.88,13
"2023-05-18-01",360.96,314.88,410.88,13
"2023-05-18-02",360.96,314.88,410.88,13
"2023-05-18-03",360.96,314.88,410.88,13
"2023-05-18-04",360.96,314.88,410.88,13
"2023-05-18-05",360.96,314.88,410.88,13
"2023-05-18-06",360.96,314.88,410.88,13
"2023-05-18-07",360.96,314.88,410.88,13
"2023-05-18-08",360.96,314.88,410.88,13
"2023-05-18-09",360.96,314.88,410.88,13
"2023-05-18-10",360.96,314.88,410.88,13
"2023-05-18-11",360.96,314.88,410.88,13
"2023-05-18-12",360.96,314.88,410.88,13
"2023-05-18-13",360.96,314.88,410.88,13
"2023-05-18-14",360.96,314.88,410.88,13
"2023-05-18-15",360.96,314.88,410.88,13
"2023-05-18-16",360.96,314.88,410.88,13
"2023-05-18-17",360.96,314.88,410.88,13
"2023-05-18-18",360.96,314.88,410.88,13
"2023-05-18-19",360.96,314.88,410.88,13
"2023-05-18-20",360.96,314.88,410.88,13
"2023-05-18-21",360.96,314.88,410.88,13
"2023-05-18-22",360.96,314.88,410.88,13
"2023-05-18-23",360.96,314.88,410.88,13
"2023-05-19-00",360.96,314.88,410.88,13
"2023-05-19-01",360.96,314.88,410.88,13
"2023-05-19-02",360.96,314.88,410.88,13
"2023-05-19-03",360.96,314.88,410.88,13
"2023-05-19-04",360.96,314.88,410.88,13
"2023-05-19-05",360.96,314.88,410.88,13
"2023-05-19-06",360.96,314.88,410.88,13
"2023-05-19-07",360.96,314.88,410.88,13
"2023-05-19-08",360.96,314.88,410.88,13
"2023-05-19-09",360.96,314.88,410.88,13
"2023-05-19-10",360.96,314.88,410.88,13
"2023-05-19-11",360.96,314.88,410.88,13
"2023-05-19-12",360.96,314.88,410.88,13
"2023-05-19-13",360.96,314.88,410.88,13
"2023-05-19-14",360.96,314.88,410.88,13
"2023-05-19-15",360.96,314.88,410.88,13
"2023-05-19-16",360.96,314.88,410.88,13
"2023-05-19-17",360.96,314.88,410.88,13
"2023-05-19-18",360.96,314.88,410.88,13
"2023-05-19-19",360.96,314.88,410.88,13
"2023-05-19-20",360.96,314.88,410.88,13
"2023-05-19-21",360.96,314.88,410.88,13
"2023-05-19-22",360.96,314.88,410.88,13
"2023-05-19-23",360.96,314.88,410.88,13
"2023-05-20-00",360.96,314.88,410.88,13
"2023-05-20-01",360.96,314.88,410.88,13
"2023-05-20-02",360.96,314.88,410.88,13
"2023-05-20-03",360.96,314.88,410.88,13
"2023-05-20-04",360.96,314.88,410.88,13
"2023-05-20-05",360.96,314.88,410.88,13
"2023-05-20-06",360.96,314.88,410.88,13
"2023-05-20-07",360.96,314.88,410.88,13
"2023-05-20-08",360.96,314.88,410.88,13
"2023-05-20-09",360.96,314.88,410.88,13
"2023-05-20-10",360.96,314.88,410.88,13
"2023-05-20-11",360.96,314.88,410.88,13
"2023-05-20-12",360.96,314.88,410.88,13
"2023-05-20-13",360.96,314.88,410.88,13
"2023-05-20-14",360.96,314.88,410.88,13
"2023-05-20-15",360.96,314.88,410.88,13
"2023-05-20-16",360.96,314.88,410.88,13
"2023-05-20-17",360.96,314.88,410.88,13
"2023-05-20-18",360.96,314.88,410.88,13
"2023-05-20-19",360.96,314.88,410.88,13
"2023-05-20-20",360.96,314.88,410.88,13
"2023-05-20-21",360.96,314.88,410.88,13
"2023-05-20-22",360.96,314.88,410.88,13
"2023-05-20-23",360.96,314.88,410.88,13
"2023-05-21-00",360.96,314.88,410.88,13
"2023-05-21-01",360.96,314.88,410.88,13
"2023-05-21-02",360.96,314.88,410.88,13
"2023-05-21-03",360.96,314.88,410.88,13
"2023-05-21-04",360.96,314.88,410.88,13
"2023-05-21-05",360.96,314.88,410.88,13
"2023-05-21-06",360.96,314.88,410.88,13
"2023-05-21-07",360.96,314.88,410.88,13
"2023-05-21-08",360.96,314.88,410.88,13
"2023-05-21-09",360.96,314.88,410.88,13
"2023-05-21-10",360.96,314.88,410.88,13
"2023-05-21-11",360.96,314.88,410.88,13
"2023-05-21-12",360.96,314.88,410.88,13
"2023-05-21-13",360.96,314.88,410.88,13
"2023-05-21-14",360.96,314.88,410.88,13
"2023-05-21-15",360.96,314.88,410.88,13
"2023-05-21-16",360.96,314.88,410.88,13
"2023-05-21-17",360.96,314.88,410.88,13
"2023-05-21-18",360.96,314.88,410.88,13
"2023-05-21-19",360.96,314.88,410.88,13
"2023-05-21-20",360.96,314.88,410.88,13
"2023-05-21-21",360.96,314.88,410.88,13
"2023-05-21-22",360.96,314.88,410.88,13
"2023-05-21-23",360.96,314.88,410.88,13
"2023-05-22-00",360.96,314.88,410.88,13
"2023-05-22-01",360.96,314.88,410.88,13
"2023-05-22-02",360.96,314.88,410.88,13
"2023-05-22-03",360.96,314.88,410.88,13
"2023-05-22-04",360.96,314.88,410.88,13
"2023-05-22-05",360.96,314.88,410.88,13
"2023-05-22-06",360.96,314.88,410.88,13
"2023-05-22-07",360.96,314.88,410.88,13
"2023-05-22-08",360.96,314.88,410.88,13
"2023-05-22-09",360.96,314.88,410.88,13
"2023-05-22-10",360.96,314.88,410.88,13
"2023-05-22-11",360.96,314.88,410.88,13
"2023-05-22-12",360.96,314.88,410.88,13
"2023-05-22-13",360.96,314.88,410.88,13
"2023-05-22-14",360.96,314.88,410.88,13
"2023-05-22-15",360.96,314.88,410.88,13
"2023-05-22-16",360.96,314.88,410.88,13
"2023-05-22-17",360.96,314.88,410.88,13
"2023-05-22-18",360.96,314.88,410.88,13
"2023-05-22-19",360.96,314.88,410.88,13
"2023-05-22-20",360.96,314.88,410.88,13
"2023-05-22-21",360.96,314.88,410.88,13
"2023-05-22-22",360.96,314.88,410.88,13
"2023-05-22-23",360.96,314.88,410.88,13
"2023-05-23-00",360.96,314.88,410.88,13
"2023-05-23-01",360.96,314.88,410.88,13
"2023-05-23-02",360.96,314.88,410.88,13
"2023-05-23-03",360.96,314.88,410.88,13
"2023-05-23-04",360.96,314.88,410.88,13
"2023-05-23-05",360.96,314.88,410.88,13
"2023-05-23-06",360.96,314.88,410.88,13
"2023-05-23-07",360.96,314.88,410.88,13
"2023-05-23-08",360.96,314.88,410.88,13
"2023-05-23-09",360.96,314.88,410.88,13
"2023-05-23-10",360.96,314.88,410.88,13
"2023-05-23-11",360.96,314.88,410.88,13
"2023-05-23-12",360.96,314.88,410.88,13
"2023-05-23-13",360.96,314.88,410.88,13
"2023-05-23-14",360.96,314.88,410.88,13
"2023-05-23-15",360.96,314.88,410.88,13
"2023-05-23-16",360.96,314.88,410.88,13
"2023-05-23-17",360.96,314.88,410.88,13
"2023-05-23-18",360.96,314.88,410.88,13
"2023-05-23-19",360.96,314.88,410.88,13
"2023-05-23-20",360.96,314.88,410.88,13
"2023-05-23-21",360.96,314.88,410.88,13
"2023-05-23-22",360.96,314.88,410.88,13
"2023-05-23-23",360.96,314.88,410.88,13
"2023-05-24-00",360.96,314.88,410.88,13
"2023-05-24-01",360.96,314.88,410.88,13
"2023-05-24-02",360.96,314.88,410.88,13
"2023-05-24-03",360.96,314.88,410.88,13
"2023-05-24-04",360.96,314.88,410.88,13
"2023-05-24-05",360.96,314.88,410.88,13
"2023-05-24-06",360.96,314.88,410.88,13
"2023-05-24-07",360.96,314.88,410.88,13
"2023-05-24-08",360.96,314.88,410.88,13
"2023-05-24-09",360.96,314.88,410.88,13
"2023-05-24-10",360.96,314.88,410.88,13
"2023-05-24-11",360.96,314.88,410.88,13
"2023-05-24-12",360.96,314.88,410.88,13
"2023-05-24-13",360.96,314.88,410.88,13
"2023-05-24-14",360.96,314.88,410.88,13
"2023-05-24-15",360.96,314.88,410.88,13
"2023-05-24-16",360.96,314.88,410.88,13
"2023-05-24-17",360.96,314.88,410.88,13
"2023-05-24-18",360.96,314.88,410.88,13
"2023-05-24-19",360.96,314.88,410.88,13
"2023-05-24-20",360.96,314.88,410.88,13
"2023-05-24-21",360.96,314.88,410.88,13
"2023-05-24-22",360.96,314.88,410.88,13
"2023-05-24-23",360.96,314.88,410.88,13
"2023-05-25-00",360.96,314.88,410.88,13
"2023-05-25-01",360.96,314.88,410.88,13
"2023-05-25-02",360.96,314.88,410.88,13
"2023-05-25-03",360.96,314.88,410.88,13
"2023-05-25-04",360.96,314.88,410.88,13
"2023-05-25-05",360.96,314.88,410.88,13
"2023-05-25-06",360.96,314.88,410.88,13
"2023-05-25-07",360.96,314.88,410.88,13
"2023-05-25-08",360.96,314.88,410.88,13
"2023-05-25-09",360.96,314.88,410.88,13
"2023-05-25-10",360.96,314.88,410.88,13
"2023-05-25-11",360.96,314.88,410.88,13
"2023-05-25-12",360.96,314.88,410.88,13
"2023-05-25-13",360.96,314.88,410.88,13
"2023-05-25-14",NA,NA,NA,NA
"2023-05-25-15",NA,NA,NA,NA
"2023-05-25-16",NA,NA,NA,NA
"2023-05-25-17",NA,NA,NA,NA
"2023-05-25-18",NA,NA,NA,NA
"2023-05-25-19",NA,NA,NA,NA
"2023-05-25-20",NA,NA,NA,NA
"2023-05-25-21",NA,NA,NA,NA
"2023-05-25-22",NA,NA,NA,NA
"2023-05-25-23",NA,NA,NA,NA
"2023-05-26-00",NA,NA,NA,NA
"2023-05-26-01",NA,NA,NA,NA
"2023-05-26-02",NA,NA,NA,NA
"2023-05-26-03",NA,NA,NA,NA
"2023-05-26-04",NA,NA,NA,NA
"2023-05-26-05",NA,NA,NA,NA
"2023-05-26-06",NA,NA,NA,NA
"2023-05-26-07",NA,NA,NA,NA
"2023-05-26-08",NA,NA,NA,NA
"2023-05-26-09",NA,NA,NA,NA
"2023-05-26-10",NA,NA,NA,NA
"2023-05-26-11",NA,NA,NA,NA
"2023-05-26-12",NA,NA,NA,NA
"2023-05-26-13",NA,NA,NA,NA
"2023-05-26-14",335.38675,281.26675,357.14675,8
"2023-05-26-15",268.7735,250.6935,332.7065,6.8335
"2023-05-26-16",270.28,245.85325,332.31975,8.33325
"2023-05-26-17",287.70675,258.86675,356.2135,13.25
"2023-05-26-18",302.10675,269.54675,366.32,14.66675
"2023-05-26-19",313.93325,280.7065,384.6665,15.33325
"2023-05-26-20",325.76,289.8535,391.06675,16.16675
"2023-05-26-21",333.33325,299.8665,401.4135,17.41675
"2023-05-26-22",347.09325,313.62675,419.14675,18
"2023-05-26-23",357.3335,324.42675,427.2535,18.4165
"2023-05-27-00",361.09325,332.9865,433.3335,19
"2023-05-27-01",371.94675,336.74675,444.39975,19.25
"2023-05-27-02",373.22675,343.44,440.9065,20
"2023-05-27-03",377.54675,347.46675,451.1465,20
"2023-05-27-04",382.66675,353.54675,449.06675,19.25
"2023-05-27-05",381.28,355.06675,454.08,19
"2023-05-27-06",383.1735,352.02675,453.76,19
"2023-05-27-07",380.4265,352.56,451.89325,19
"2023-05-27-08",374.26675,351.06675,447.97325,18.6665
"2023-05-27-09",372.58675,348.3465,442.85325,18.5
"2023-05-27-10",371.01325,344.0265,439.6,18
"2023-05-27-11",366.64,339.78675,433.11975,18
"2023-05-27-12",363.62675,338.29325,436.4,18.41675
"2023-05-27-13",362.1865,333.5335,428.98675,18.83325
"2023-05-27-14",363.33325,329.06675,427.5735,18.75
"2023-05-27-15",354.42675,330.04,425.2,19.16675
"2023-05-27-16",353.41325,333.2935,427.12,19.1665
"2023-05-27-17",354.5865,326.0135,425.49325,18.83325
"2023-05-27-18",356.32,322.18675,427.04,19
"2023-05-27-19",357.8135,324.53325,426.3465,19.41675
"2023-05-27-20",365.8135,334.773,438.98675,19.91675
"2023-05-27-21",366.53325,335.8665,439.68,20.1665
"2023-05-27-22",373.81325,341.6,448.2135,20.1665
"2023-05-27-23",376.6665,346.82675,454.29325,20.5
"2023-05-28-00",383.57325,349.4135,462.18675,20.91675
"2023-05-28-01",386.6135,352.80025,460.26675,20.58325
"2023-05-28-02",386.05325,355.6,459.22675,20.08325
"2023-05-28-03",390.02675,360.05325,460.9065,20
"2023-05-28-04",388.88,359.9465,464.58675,19.8335
"2023-05-28-05",387.30675,357.52,464.8535,19.91675
"2023-05-28-06",385.27975,356.64025,456.4265,19.41675
"2023-05-28-07",381.17325,354.26675,463.73325,19.08325
"2023-05-28-08",379.57325,352.64,456.32,19
"2023-05-28-09",375.2535,347.33325,453.0665,19
"2023-05-28-10",374.88,340.02675,454.82675,18.25
"2023-05-28-11",372.4535,341.41325,442.50675,18
"2023-05-28-12",368.42675,336.4,435.52,18.5835
"2023-05-28-13",366.21325,332.92,432.373,19
"2023-05-28-14",359.09325,333.30675,430.56,18.83325
"2023-05-28-15",360.9865,330.89325,432.13325,19.58325
"2023-05-28-16",366.74675,331.7065,431.04,20
"2023-05-28-17",359.33325,320.70675,426.21325,19.75
"2023-05-28-18",358.5065,327.00025,431.3335,20.91675
"2023-05-28-19",359.3335,327.73325,439.81325,20.75
"2023-05-28-20",360.05325,332.93325,435.38675,20.4165
"2023-05-28-21",358.10675,335.21325,435.9465,20.5
"2023-05-28-22",357.67975,330.49325,430.64,20
"2023-05-28-23",354.24,327.78675,432.56,19.8335
"2023-05-29-00",353.86675,324.42675,428.9865,19.66675
"2023-05-29-01",351.2,320.96,424.0265,19.41675
"2023-05-29-02",348.50675,318.1735,425.3065,19
"2023-05-29-03",342.8,319.7735,420.69325,19
"2023-05-29-04",342.02675,314.7065,408.55975,19
"2023-05-29-05",337.333,310.96,407.9735,19
"2023-05-29-06",337.01325,307.42675,405.46675,18.75025
"2023-05-29-07",329.85325,302.28,399.38675,18.66675
"2023-05-29-08",327.347,298.1735,397.36,18.08325
"2023-05-29-09",324.51975,292.09325,392.98675,18.33325
"2023-05-29-10",319.86675,287.85325,392.56,18.5
"2023-05-29-11",318.28,285.62675,386.6665,18.91675
"2023-05-29-12",316.84,278.94675,380.8265,19
"2023-05-29-13",316.4135,279.6,378.2935,19
"2023-05-29-14",314.8665,278.86675,375.7065,19
"2023-05-29-15",315.6,282.3735,377.22675,19
"2023-05-29-16",316.54675,283.29325,383.28,19.3335
"2023-05-29-17",319.5335,286.26675,382.88,19.91675
"2023-05-29-18",322.02675,287.1865,382.96,20
"2023-05-29-19",323.5335,293.7735,392.3735,20
"2023-05-29-20",327.8535,293.77325,400.56025,20
"2023-05-29-21",326.4135,293.7865,384.24,20
"2023-05-29-22",324.04,292.9335,392.0265,20
"2023-05-29-23",323.92025,290.9335,388.58675,19.75
"2023-05-30-00",323.42675,292.1865,386.74675,19.4165
"2023-05-30-01",326.09325,291.84,386.13325,19.08325
"2023-05-30-02",322.6135,290.33325,390.1865,19
"2023-05-30-03",322.99975,293.8665,392.66675,19
"2023-05-30-04",329.26675,296.0935,385.46675,19
"2023-05-30-05",325.84,295.12025,387.46675,19
"2023-05-30-06",328.92025,294.3335,392.90675,19
"2023-05-30-07",325.77325,294.77325,392.21325,19
"2023-05-30-08",328,312.56,404.61325,18.75
"2023-05-30-09",352.96,327.4535,421.81325,18.66675
"2023-05-30-10",323.9335,289.52,380.69325,16.75
"2023-05-30-11",294.547,259.6935,351.8935,13.5
"2023-05-30-12",297.01325,267.85325,363.9735,12.91675
"2023-05-30-13",331.45325,277.29325,376.7465,13.33325
"2023-05-30-14",365.46675,311.8135,373.4,11.66675
"2023-05-30-15",274.36,241.76,330.3465,7.58325
"2023-05-30-16",260.347,228.36,318.6265,6.4165
"2023-05-30-17",274.60025,244.60025,350.9065,10.99975
"2023-05-30-18",294.18675,262.36,364.02675,15.58325
"2023-05-30-19",308.387,273.01325,374.8,16.66675
"2023-05-30-20",318.26675,279.36,381.30675,18.0835
"2023-05-30-21",322.4665,288.76,391.38675,19
"2023-05-30-22",330.22675,293.18675,396.2665,19
"2023-05-30-23",334.05325,299.28,406.26675,19
"2023-05-31-00",336.64025,302.96,404.8,19.33325
"2023-05-31-01",339.54675,309.70675,405.2,19.25
"2023-05-31-02",343.76,315.44,411.52,19.08325
"2023-05-31-03",345.41325,312.61325,412.07975,19.08325
"2023-05-31-04",346.45325,314.9335,413.49325,19
"2023-05-31-05",346.96,310.44,409.33325,18.75
"2023-05-31-06",342.58675,318.78675,407.89325,18.08325
"2023-05-31-07",343.01325,313.34675,407.44,17.91675
"2023-05-31-08",309.74675,289.08,372.96,11.4165
"2023-05-31-09",422.90675,400.987,509.94675,13.5835
"2023-05-31-10",397.46675,406.5865,468.21325,12.5
"2023-05-31-11",448.8535,456.61325,531.8665,7
"2023-05-31-12",322.16,305,391.62675,0.08325
"2023-05-31-13",309.59975,288.3465,389.65325,1.58325
"2023-05-31-14",361.68,333.38675,432,0.8335
"2023-05-31-15",434.32,419.36,516.93325,1.5835
"2023-05-31-16",489.6535,431.1735,515.2535,2.667
"2023-05-31-17",453.04,423.4665,534.3465,1
"2023-05-31-18",410.74675,382.32,474.08,2.16675
"2023-05-31-19",380.82675,357.17325,452.4,3.58325
"2023-05-31-20",363.6265,343.0135,440.6665,4.16675
"2023-05-31-21",357.22675,334.45325,432.7735,4.75
"2023-05-31-22",346,320.02675,419.54675,5
"2023-05-31-23",345.2,315.02675,406.48,5.08325
"2023-06-01-00",342.82675,316.52,411.83975,5.6665
"2023-06-01-01",344.32,315.10675,410.93325,6
"2023-06-01-02",343.6,313.7065,410.88,6
"2023-06-01-03",340.8265,316.2665,407.81325,6
"2023-06-01-04",337.52,308.44,404.05325,6.08325
"2023-06-01-05",333.13325,306.76,407.51975,6.16675
"2023-06-01-06",330.94675,304.9465,395.81325,6.1665
"2023-06-01-07",331.02675,303.10675,398.98675,6.5835
"2023-06-01-08",296.0935,258.61325,335.5735,1.66675
"2023-06-01-09",322.24,285.52,357.58675,1.16675
"2023-06-01-10",323.08,271.19975,346.2665,0.5835
"2023-06-01-11",323.77325,285.88,363.9735,0.8335
"2023-06-01-12",290.70675,248.35975,337.5465,0.9165
"2023-06-01-13",264.04,220.44,311.98675,4
"2023-06-01-14",278.84,217.3335,313.00025,3.33325
"2023-06-01-15",350.33325,259.58675,334.90675,5.20825
"2023-06-01-16",365.84,281.02675,372.1065,7
"2023-06-01-17",348.02675,315.69325,397.9735,11.1665
"2023-06-01-18",344.98675,313.78675,404.56025,12
"2023-06-01-19",344.2665,315.60025,400.1335,12.58325
"2023-06-01-20",347.25325,316.8535,411.81325,13.75
"2023-06-01-21",347.6535,320.19975,408.4535,14.1665
"2023-06-01-22",347.84025,318.45325,421.03975,14.75
"2023-06-01-23",348.42675,320.17325,418.15975,14.91675
"2023-06-02-00",349.36,325.2265,423.12025,15
"2023-06-02-01",350.72,322.93325,420.88,15
"2023-06-02-02",354.61325,324.20025,424.16025,15.08325
"2023-06-02-03",354.61325,328.05325,424.56,15
"2023-06-02-04",352.4535,327.09325,420.05325,15
"2023-06-02-05",353.62675,323.3465,422.93325,15
"2023-06-02-06",351.9465,325.28,421.57325,14.91675
"2023-06-02-07",349.62675,323.42675,414.2135,14.08325
"2023-06-02-08",290.50675,270.36,361.28025,7.83325
"2023-06-02-09",296.61325,263.61325,360.45325,9.41675
"2023-06-02-10",300.1865,264.28,352.24,10.58325
"2023-06-02-11",273.33325,259.02675,337.11975,6.41675
"2023-06-02-12",276.86675,247.0135,348.32,7.33325
"2023-06-02-13",292.49325,263.69325,359.33325,9.66675
"2023-06-02-14",301.17325,266.77325,357.68,10.66675
"2023-06-02-15",299.5335,270.36,364.1865,11.08325
"2023-06-02-16",302.50675,270.52,366.74675,12
"2023-06-02-17",311.02675,278.1335,371.62675,12.75
"2023-06-02-18",314.5465,284.52,381.3865,13.66675
"2023-06-02-19",317.5335,287.04,381.25325,14
"2023-06-02-20",321.27975,287.01325,387.1465,14.08325
"2023-06-02-21",323.52,297.68,387.28,14.1665
"2023-06-02-22",326.2665,297.93325,386.34675,14.1665
"2023-06-02-23",324.84,293.04,386.98675,14
"2023-06-03-00",325.12,293.18675,388.1335,14
"2023-06-03-01",325.0935,293.453,387.04,14
"2023-06-03-02",324.93325,293.01325,386.93325,14
"2023-06-03-03",327.42675,295.10675,376.64,14
"2023-06-03-04",324.613,294.10675,385.01325,14
